2020-03-21,Sacramento County,4bf58dd8d48988d1e0931735,Coffee Shops,48,9
2020-03-21,Sacramento County,4d954b0ea243a5684a65b473,Convenience Stores,70,10
2020-03-21,Sacramento County,52f2ab2ebcbc57f1066b8b46,Supermarkets,63,11
2020-03-21,Sacramento County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),72,12
2020-03-21,Sacramento County,52e816a6bcbc57f1066b7a54,Warehouse Stores,53,13
2020-03-21,Sacramento County,4f4533804b9074f6e4fb0105,Elementary Schools,75,14
2020-03-21,Sacramento County,4bf58dd8d48988d124951735,Automotive Shops,60,15
2020-03-21,Sacramento County,4bf58dd8d48988d1c1941735,Mexican Restaurants,40,16
2020-03-21,Sacramento County,4bf58dd8d48988d132941735,Churches,49,17
2020-03-21,Sacramento County,4bf58dd8d48988d1ca941735,Pizza Places,53,18
2020-03-21,Sacramento County,4bf58dd8d48988d10a951735,Banks,61,19
2020-03-21,Sacramento County,52dea92d3cf9994f4e043dbb,Discount Stores,60,20
2020-03-21,San Bernardino County,4bf58dd8d48988d118951735,Grocery Stores,87,1
2020-03-21,San Bernardino County,4bf58dd8d48988d16e941735,Fast Food Restaurants,50,2
2020-03-21,San Bernardino County,4bf58dd8d48988d113951735,Gas Stations,60,3
2020-03-21,San Bernardino County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,73,4
2020-03-21,San Bernardino County,4bf58dd8d48988d112951735,Hardware Stores,83,5
2020-03-21,San Bernardino County,4d954b0ea243a5684a65b473,Convenience Stores,59,6
2020-03-21,San Bernardino County,4bf58dd8d48988d1c1941735,Mexican Restaurants,43,7
2020-03-21,San Bernardino County,4bf58dd8d48988d130941735,Buildings,73,8
2020-03-21,San Bernardino County,4bf58dd8d48988d163941735,Parks,64,9
2020-03-21,San Bernardino County,4bf58dd8d48988d10f951735,Pharmacies,71,10
2020-03-21,San Bernardino County,52dea92d3cf9994f4e043dbb,Discount Stores,63,11
2020-03-21,San Bernardino County,4f4533804b9074f6e4fb0105,Elementary Schools,60,12
2020-03-21,San Bernardino County,4bf58dd8d48988d124951735,Automotive Shops,56,13
2020-03-21,San Bernardino County,52f2ab2ebcbc57f1066b8b46,Supermarkets,74,14
2020-03-21,San Bernardino County,4bf58dd8d48988d1fd941735,Shopping Malls,24,15
2020-03-21,San Bernardino County,4bf58dd8d48988d1e0931735,Coffee Shops,42,16
2020-03-21,San Bernardino County,52e816a6bcbc57f1066b7a54,Warehouse Stores,54,17
2020-03-21,San Bernardino County,4bf58dd8d48988d1ca941735,Pizza Places,47,18
2020-03-21,San Bernardino County,4bf58dd8d48988d159941735,Trails,88,19
2020-03-21,San Bernardino County,4bf58dd8d48988d132941735,Churches,41,19
2020-03-21,San Bernardino County,4bf58dd8d48988d10a951735,Banks,51,20
2020-03-21,San Diego County,4bf58dd8d48988d118951735,Grocery Stores,81,1
2020-03-21,San Diego County,4bf58dd8d48988d163941735,Parks,61,2
2020-03-21,San Diego County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,73,3
2020-03-21,San Diego County,4bf58dd8d48988d113951735,Gas Stations,55,4
2020-03-21,San Diego County,4bf58dd8d48988d16e941735,Fast Food Restaurants,49,5
2020-03-21,San Diego County,5744ccdfe4b0c0459246b4dc,Shopping Plazas,55,6
2020-03-21,San Diego County,4bf58dd8d48988d1fd941735,Shopping Malls,30,7
2020-03-21,San Diego County,4d954b0ea243a5684a65b473,Convenience Stores,61,8
2020-03-21,San Diego County,4bf58dd8d48988d10f951735,Pharmacies,73,9
2020-03-21,San Diego County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),64,10
2020-03-21,San Diego County,4bf58dd8d48988d112951735,Hardware Stores,87,11
2020-03-21,San Diego County,4bf58dd8d48988d1c1941735,Mexican Restaurants,43,12
2020-03-21,San Diego County,4bf58dd8d48988d1e0931735,Coffee Shops,44,13
2020-03-21,San Diego County,4bf58dd8d48988d1e2941735,Beaches,69,14
2020-03-21,San Diego County,52f2ab2ebcbc57f1066b8b46,Supermarkets,73,15
2020-03-21,San Diego County,52e816a6bcbc57f1066b7a54,Warehouse Stores,56,16
2020-03-21,San Diego County,4bf58dd8d48988d159941735,Trails,96,17
2020-03-21,San Diego County,4bf58dd8d48988d1fa931735,Hotels,25,18
2020-03-21,San Diego County,4bf58dd8d48988d124951735,Automotive Shops,57,18
2020-03-21,San Diego County,4bf58dd8d48988d132941735,Churches,46,19
2020-03-21,San Diego County,4f4533804b9074f6e4fb0105,Elementary Schools,71,20
2020-03-21,San Francisco County,4bf58dd8d48988d163941735,Parks,67,1
2020-03-21,San Francisco County,4bf58dd8d48988d118951735,Grocery Stores,66,2
2020-03-21,San Francisco County,4bf58dd8d48988d1e0931735,Coffee Shops,23,3
2020-03-21,San Francisco County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),43,4
2020-03-21,San Francisco County,52e81612bcbc57f1066b7a21,National Parks,59,5
2020-03-21,San Francisco County,4bf58dd8d48988d1e2941735,Beaches,104,6
2020-03-21,San Francisco County,4bf58dd8d48988d1fd941735,Shopping Malls,18,7
2020-03-21,San Francisco County,4bf58dd8d48988d10f951735,Pharmacies,59,8
2020-03-21,San Francisco County,4bf58dd8d48988d159941735,Trails,93,9
2020-03-21,San Francisco County,4bf58dd8d48988d165941735,Scenic Lookouts,69,10
2020-03-21,San Francisco County,4bf58dd8d48988d16d941735,Cafￃﾩs,23,11
2020-03-21,San Francisco County,4bf58dd8d48988d130941735,Buildings,24,12
2020-03-21,San Francisco County,4bf58dd8d48988d1fa931735,Hotels,9,13
2020-03-21,San Francisco County,4bf58dd8d48988d124941735,Offices,26,13
2020-03-21,San Francisco County,52f2ab2ebcbc57f1066b8b46,Supermarkets,96,14
2020-03-21,San Francisco County,4bf58dd8d48988d113951735,Gas Stations,42,15
2020-03-21,San Francisco County,4bf58dd8d48988d16a941735,Bakeries,21,16
2020-03-21,San Francisco County,4bf58dd8d48988d1e7941735,Playgrounds,50,17
2020-03-21,San Joaquin County,4bf58dd8d48988d118951735,Grocery Stores,94,1
2020-03-21,San Joaquin County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,72,2
2020-03-21,San Joaquin County,4bf58dd8d48988d16e941735,Fast Food Restaurants,50,3
2020-03-21,San Joaquin County,4bf58dd8d48988d113951735,Gas Stations,56,4
2020-03-21,San Joaquin County,4bf58dd8d48988d112951735,Hardware Stores,95,5
2020-03-21,San Joaquin County,4bf58dd8d48988d163941735,Parks,62,6
2020-03-21,San Joaquin County,4bf58dd8d48988d10f951735,Pharmacies,89,7
2020-03-21,San Joaquin County,4bf58dd8d48988d1e0931735,Coffee Shops,48,8
2020-03-21,San Joaquin County,4bf58dd8d48988d1c1941735,Mexican Restaurants,45,9
2020-03-21,San Joaquin County,4d954b0ea243a5684a65b473,Convenience Stores,62,10
2020-03-21,San Joaquin County,52e816a6bcbc57f1066b7a54,Warehouse Stores,66,11
2020-03-21,San Joaquin County,4bf58dd8d48988d1ca941735,Pizza Places,54,12
2020-03-21,San Joaquin County,52f2ab2ebcbc57f1066b8b46,Supermarkets,67,13
2020-03-21,San Joaquin County,4f4533804b9074f6e4fb0105,Elementary Schools,60,14
2020-03-21,San Joaquin County,4bf58dd8d48988d124951735,Automotive Shops,65,15
2020-03-21,San Joaquin County,52dea92d3cf9994f4e043dbb,Discount Stores,75,16
2020-03-21,San Joaquin County,4bf58dd8d48988d130941735,Buildings,68,17
2020-03-21,San Luis Obispo County,4bf58dd8d48988d118951735,Grocery Stores,60,1
2020-03-21,San Luis Obispo County,4bf58dd8d48988d113951735,Gas Stations,46,2
2020-03-21,San Mateo County,4bf58dd8d48988d118951735,Grocery Stores,67,1
2020-03-21,San Mateo County,4bf58dd8d48988d1fd941735,Shopping Malls,39,2
