categoryId,categoryName,isEssential
56aa371be4b08b9a8d5734bf,Tantuni Restaurant,true
56aa371be4b08b9a8d5734c1,Turkish Coffeehouse,true
5283c7b4e4b094cb91ec88d4,Turkish Home Cooking Restaurant,true
58daa1558bbb0b01f18ec1e2,Çöp Şiş Place,true
52e928d0bcbc57f1066b7e96,Ukrainian Restaurant,true
52e928d0bcbc57f1066b7e9a,Varenyky restaurant,true
52e928d0bcbc57f1066b7e9b,West-Ukrainian Restaurant,true
4bf58dd8d48988d1d3941735,Vegetarian / Vegan Restaurant,true
4bf58dd8d48988d14c941735,Wings Joint,true
4d4b7105d754a06376d81259,Nightlife Spot,false
4bf58dd8d48988d116941735,Bar,false
52e81612bcbc57f1066b7a0d,Beach Bar,false
56aa371ce4b08b9a8d57356c,Beer Bar,false
4bf58dd8d48988d117941735,Beer Garden,false
52e81612bcbc57f1066b7a0e,Champagne Bar,false
4bf58dd8d48988d11e941735,Cocktail Bar,false
4bf58dd8d48988d118941735,Dive Bar,false
4bf58dd8d48988d1d8941735,Gay Bar,false
4bf58dd8d48988d119941735,Hookah Bar,false
4bf58dd8d48988d1d5941735,Hotel Bar,false
4bf58dd8d48988d120941735,Karaoke Bar,false
4bf58dd8d48988d11b941735,Pub,false
4bf58dd8d48988d11c941735,Sake Bar,false
4bf58dd8d48988d1d4941735,Speakeasy,false
4bf58dd8d48988d11d941735,Sports Bar,false
56aa371be4b08b9a8d57354d,Tiki Bar,false
4bf58dd8d48988d122941735,Whisky Bar,false
4bf58dd8d48988d123941735,Wine Bar,false
50327c8591d4c4b30a586d5d,Brewery,false
4bf58dd8d48988d121941735,Lounge,false
53e510b7498ebcb1801b55d4,Night Market,false
4bf58dd8d48988d11f941735,Nightclub,false
4bf58dd8d48988d11a941735,Other Nightlife,false
4bf58dd8d48988d1d6941735,Strip Club,false
4d4b7105d754a06377d81259,Outdoors & Recreation,false
4f4528bc4b90abdf24c9de85,Athletics & Sports,false
52e81612bcbc57f1066b7a2b,Badminton Court,false
4bf58dd8d48988d1e8941735,Baseball Field,false
4bf58dd8d48988d1e1941735,Basketball Court,false
52e81612bcbc57f1066b7a2f,Bowling Green,false
56aa371be4b08b9a8d57351a,Curling Ice,false
4bf58dd8d48988d1e6941735,Golf Course,false
58daa1558bbb0b01f18ec1b0,Golf Driving Range,false
