date,state,county,category,visitIndex,visitsAbove65Index,visitsBelow65Index,rank
2020-03-21,California,Kern County,Grocery,80,88,80,3
2020-03-21,California,Kern County,Outdoors & Recreation,69,64,69,4
2020-03-21,California,Kern County,Gas Stations,63,55,63,5
2020-03-21,California,Kern County,Fast Food Restaurants,57,49,57,6
2020-03-21,California,Kern County,Big Box Stores,67,56,67,7
2020-03-21,California,Kern County,School,52,54,52,8
2020-03-21,California,Kern County,Professional & Other Places,61,60,61,9
2020-03-21,California,Kern County,Drug Store,85,86,85,10
2020-03-21,California,Kern County,Hardware Stores,81,69,82,11
2020-03-21,California,Kern County,Convenience Store,50,45,50,12
2020-03-21,California,Kern County,Travel & Transport,61,45,61,13
2020-03-21,California,Kern County,Discount Stores,62,52,62,14
2020-03-21,California,Kern County,Medical,57,67,57,14
2020-03-21,California,Kern County,Spiritual Center,46,34,46,15
2020-03-21,California,Kern County,Arts & Entertainment,37,34,37,16
2020-03-21,California,Kern County,Hotel,38,28,38,17
2020-03-21,California,Kern County,Nightlife Spots,29,35,28,18
2020-03-21,California,Kern County,Banks,54,73,53,19
2020-03-22,California,Kern County,Food,45,40,46,1
2020-03-22,California,Kern County,Grocery,66,61,66,2
2020-03-22,California,Kern County,Outdoors & Recreation,61,55,61,3
2020-03-22,California,Kern County,Shops & Services,33,36,33,4
2020-03-22,California,Kern County,Gas Stations,54,44,54,5
2020-03-22,California,Kern County,Fast Food Restaurants,50,41,50,6
2020-03-22,California,Kern County,Big Box Stores,51,58,51,7
2020-03-22,California,Kern County,School,53,47,53,8
2020-03-22,California,Kern County,Hardware Stores,100,94,100,9
2020-03-22,California,Kern County,Professional & Other Places,46,51,46,10
2020-03-22,California,Kern County,Convenience Store,53,54,53,11
2020-03-22,California,Kern County,Drug Store,75,78,75,12
2020-03-22,California,Kern County,Discount Stores,72,67,73,13
2020-03-22,California,Kern County,Spiritual Center,30,23,30,14
2020-03-22,California,Kern County,Travel & Transport,50,37,50,15
2020-03-22,California,Kern County,Medical,44,41,44,16
2020-03-22,California,Kern County,Arts & Entertainment,37,31,37,17
2020-03-22,California,Kern County,Nightlife Spots,38,61,37,18
2020-03-22,California,Kern County,Hotel,41,26,41,19
2020-03-23,California,Kern County,Food,51,40,51,1
2020-03-23,California,Kern County,Shops & Services,45,42,46,2
2020-03-23,California,Kern County,Grocery,81,103,80,3
2020-03-23,California,Kern County,Outdoors & Recreation,68,59,68,4
2020-03-23,California,Kern County,Gas Stations,55,49,55,5
2020-03-23,California,Kern County,Fast Food Restaurants,56,42,57,6
2020-03-23,California,Kern County,Professional & Other Places,57,46,57,7
2020-03-23,California,Kern County,School,46,40,46,8
2020-03-23,California,Kern County,Medical,50,44,50,9
2020-03-23,California,Kern County,Big Box Stores,64,59,64,10
2020-03-23,California,Kern County,Drug Store,81,65,82,11
2020-03-23,California,Kern County,Travel & Transport,57,40,58,12
2020-03-23,California,Kern County,Convenience Store,52,42,52,13
2020-03-23,California,Kern County,Hardware Stores,82,62,83,14
2020-03-23,California,Kern County,Government,53,41,53,15
2020-03-23,California,Kern County,Spiritual Center,53,35,54,16
2020-03-23,California,Kern County,Arts & Entertainment,51,75,50,17
2020-03-23,California,Kern County,Discount Stores,62,50,62,18
2020-03-23,California,Kern County,Nightlife Spots,53,58,52,19
2020-03-23,California,Kern County,Hotel,45,34,46,20
2020-03-23,California,Kern County,Office,45,55,45,21
2020-03-01,California,Kings County,Food,106,85,106,1
2020-03-01,California,Kings County,Shops & Services,118,104,119,2
2020-03-01,California,Kings County,Arts & Entertainment,108,182,107,3
2020-03-01,California,Kings County,Fast Food Restaurants,109,103,109,4
2020-03-01,California,Kings County,Gas Stations,91,99,91,5
2020-03-01,California,Kings County,Grocery,98,130,97,6
2020-03-01,California,Kings County,Big Box Stores,102,98,102,7
2020-03-01,California,Kings County,Outdoors & Recreation,100,167,99,8
2020-03-01,California,Kings County,Discount Stores,122,112,122,9
2020-03-02,California,Kings County,Food,114,100,114,1
2020-03-02,California,Kings County,Shops & Services,102,85,102,2
2020-03-02,California,Kings County,Professional & Other Places,118,75,119,3
2020-03-02,California,Kings County,Gas Stations,99,96,99,4
2020-03-02,California,Kings County,Outdoors & Recreation,118,127,118,5
2020-03-02,California,Kings County,Fast Food Restaurants,96,94,96,6
2020-03-02,California,Kings County,Government,145,90,146,7
2020-03-02,California,Kings County,Grocery,103,78,103,8
2020-03-02,California,Kings County,Arts & Entertainment,76,57,77,9
2020-03-02,California,Kings County,Big Box Stores,115,111,116,10
2020-03-02,California,Kings County,Medical,101,125,101,11
2020-03-02,California,Kings County,School,97,80,97,12
2020-03-03,California,Kings County,Food,114,106,114,1
2020-03-03,California,Kings County,Shops & Services,95,74,96,2
2020-03-03,California,Kings County,Professional & Other Places,92,93,92,3
2020-03-03,California,Kings County,Gas Stations,106,58,107,4
2020-03-03,California,Kings County,Outdoors & Recreation,101,131,100,5
2020-03-03,California,Kings County,Arts & Entertainment,99,104,99,6
2020-03-03,California,Kings County,Fast Food Restaurants,109,156,108,7
2020-03-03,California,Kings County,Government,120,164,120,8
2020-03-03,California,Kings County,Grocery,100,121,100,9
2020-03-03,California,Kings County,School,90,86,90,10
2020-03-03,California,Kings County,Medical,92,149,91,11
2020-03-03,California,Kings County,Big Box Stores,109,118,109,12
2020-03-04,California,Kings County,Food,109,95,110,1
2020-03-04,California,Kings County,Shops & Services,110,101,110,2
2020-03-04,California,Kings County,Professional & Other Places,102,114,102,3
2020-03-04,California,Kings County,Gas Stations,105,97,105,4
2020-03-04,California,Kings County,Outdoors & Recreation,115,89,116,5
2020-03-04,California,Kings County,Fast Food Restaurants,93,124,93,6
2020-03-04,California,Kings County,Arts & Entertainment,103,99,103,7
2020-03-04,California,Kings County,Government,102,82,103,8
2020-03-04,California,Kings County,School,91,64,92,9
2020-03-04,California,Kings County,Grocery,89,119,88,10
2020-03-04,California,Kings County,Medical,99,106,99,11
2020-03-04,California,Kings County,Discount Stores,128,130,128,12
2020-03-04,California,Kings County,Big Box Stores,96,138,95,13
2020-03-05,California,Kings County,Food,101,67,102,1
2020-03-05,California,Kings County,Shops & Services,97,69,98,2
2020-03-05,California,Kings County,Professional & Other Places,104,92,105,3
2020-03-05,California,Kings County,Gas Stations,93,110,93,4
2020-03-05,California,Kings County,Outdoors & Recreation,105,82,105,5
2020-03-05,California,Kings County,Fast Food Restaurants,88,70,89,6
2020-03-05,California,Kings County,Arts & Entertainment,89,34,91,7
2020-03-05,California,Kings County,School,87,51,88,8
2020-03-05,California,Kings County,Government,104,61,105,9
2020-03-05,California,Kings County,Medical,108,96,108,10
2020-03-05,California,Kings County,Big Box Stores,101,111,101,11
2020-03-05,California,Kings County,Grocery,70,47,71,12
2020-03-06,California,Kings County,Food,98,85,98,1
2020-03-06,California,Kings County,Shops & Services,100,95,100,2
2020-03-06,California,Kings County,Gas Stations,95,66,96,3
2020-03-06,California,Kings County,Professional & Other Places,82,62,82,4
2020-03-06,California,Kings County,Fast Food Restaurants,91,58,92,5
2020-03-06,California,Kings County,Arts & Entertainment,77,41,78,6
2020-03-06,California,Kings County,Outdoors & Recreation,85,79,85,7
2020-03-06,California,Kings County,School,103,109,103,8
2020-03-06,California,Kings County,Grocery,98,109,98,9
2020-03-06,California,Kings County,Big Box Stores,113,130,112,10
2020-03-06,California,Kings County,Government,99,70,100,11
2020-03-06,California,Kings County,Medical,104,69,105,12
2020-03-06,California,Kings County,Discount Stores,113,78,114,13
2020-03-07,California,Kings County,Food,96,79,97,1
2020-03-07,California,Kings County,Shops & Services,91,85,91,2
2020-03-07,California,Kings County,Arts & Entertainment,93,50,94,3
2020-03-07,California,Kings County,Gas Stations,107,117,107,4
2020-03-07,California,Kings County,Fast Food Restaurants,93,88,93,5
2020-03-07,California,Kings County,Outdoors & Recreation,90,68,91,6
2020-03-07,California,Kings County,Grocery,87,74,87,7
2020-03-07,California,Kings County,Professional & Other Places,99,177,97,8
2020-03-07,California,Kings County,Big Box Stores,94,55,95,9
2020-03-07,California,Kings County,School,120,87,120,10
2020-03-07,California,Kings County,Discount Stores,107,83,108,11
2020-03-08,California,Kings County,Food,89,94,89,1
2020-03-08,California,Kings County,Shops & Services,109,111,108,2
2020-03-08,California,Kings County,Arts & Entertainment,95,98,95,3
2020-03-08,California,Kings County,Gas Stations,93,119,92,4
2020-03-08,California,Kings County,Fast Food Restaurants,98,75,98,5
2020-03-08,California,Kings County,Grocery,109,223,106,6
2020-03-08,California,Kings County,Outdoors & Recreation,107,135,107,7
2020-03-08,California,Kings County,Big Box Stores,91,85,91,8
2020-03-09,California,Kings County,Food,107,94,107,1
2020-03-09,California,Kings County,Shops & Services,93,89,93,2
2020-03-09,California,Kings County,Professional & Other Places,127,142,127,3
2020-03-09,California,Kings County,Gas Stations,97,131,97,4
2020-03-09,California,Kings County,Outdoors & Recreation,124,122,124,5
2020-03-09,California,Kings County,School,142,71,144,6
2020-03-09,California,Kings County,Arts & Entertainment,95,94,96,7
2020-03-09,California,Kings County,Fast Food Restaurants,86,83,86,8
2020-03-09,California,Kings County,Grocery,105,120,104,9
2020-03-09,California,Kings County,Medical,112,142,111,10
2020-03-09,California,Kings County,Government,123,119,123,11
2020-03-09,California,Kings County,Big Box Stores,104,114,104,12
2020-03-09,California,Kings County,Discount Stores,123,145,123,13
2020-03-10,California,Kings County,Food,105,90,105,1
2020-03-10,California,Kings County,Shops & Services,102,75,103,2
2020-03-10,California,Kings County,Professional & Other Places,89,96,89,3
2020-03-10,California,Kings County,Gas Stations,99,72,100,4
2020-03-10,California,Kings County,Outdoors & Recreation,99,106,99,5
2020-03-10,California,Kings County,Arts & Entertainment,98,102,98,6
2020-03-10,California,Kings County,School,98,84,98,7
2020-03-10,California,Kings County,Government,111,100,112,8
2020-03-10,California,Kings County,Grocery,99,83,99,9
2020-03-10,California,Kings County,Medical,102,111,102,10
2020-03-10,California,Kings County,Fast Food Restaurants,87,76,87,11
2020-03-10,California,Kings County,Big Box Stores,109,130,109,12
2020-03-10,California,Kings County,Discount Stores,126,111,126,12
2020-03-11,California,Kings County,Food,105,91,106,1
2020-03-11,California,Kings County,Shops & Services,105,102,105,2
2020-03-11,California,Kings County,Professional & Other Places,101,91,101,3
2020-03-11,California,Kings County,Outdoors & Recreation,115,111,115,4
2020-03-11,California,Kings County,Gas Stations,95,81,95,5
2020-03-11,California,Kings County,Government,125,115,126,6
2020-03-11,California,Kings County,Fast Food Restaurants,95,92,95,7
2020-03-11,California,Kings County,Grocery,96,108,96,8
2020-03-11,California,Kings County,School,89,45,90,9
2020-03-11,California,Kings County,Arts & Entertainment,94,79,95,10
2020-03-11,California,Kings County,Big Box Stores,107,109,107,11
2020-03-11,California,Kings County,Medical,86,65,86,12
2020-03-11,California,Kings County,Discount Stores,120,105,120,13
2020-03-12,California,Kings County,Food,96,77,97,1
2020-03-12,California,Kings County,Shops & Services,96,86,97,2
2020-03-12,California,Kings County,Professional & Other Places,96,78,96,3
2020-03-12,California,Kings County,Gas Stations,99,87,99,4
2020-03-12,California,Kings County,Grocery,123,93,124,5
2020-03-12,California,Kings County,Outdoors & Recreation,98,75,99,6
2020-03-12,California,Kings County,Fast Food Restaurants,88,102,88,7
2020-03-12,California,Kings County,School,88,74,88,8
2020-03-12,California,Kings County,Arts & Entertainment,85,71,86,9
2020-03-12,California,Kings County,Government,93,81,94,10
2020-03-12,California,Kings County,Medical,100,74,101,11
2020-03-12,California,Kings County,Big Box Stores,106,112,106,12
2020-03-13,California,Kings County,Food,111,115,111,1
2020-03-13,California,Kings County,Shops & Services,118,108,119,2
2020-03-13,California,Kings County,Professional & Other Places,102,78,103,3
2020-03-13,California,Kings County,Grocery,168,160,168,4
2020-03-13,California,Kings County,Gas Stations,97,80,97,5
2020-03-13,California,Kings County,Outdoors & Recreation,102,82,102,6
2020-03-13,California,Kings County,Arts & Entertainment,89,62,90,7
2020-03-13,California,Kings County,Fast Food Restaurants,91,75,91,8
2020-03-13,California,Kings County,Big Box Stores,157,152,157,9
2020-03-13,California,Kings County,Government,137,124,137,10
2020-03-13,California,Kings County,Discount Stores,176,115,178,11
2020-03-13,California,Kings County,School,95,71,96,12
2020-03-13,California,Kings County,Medical,116,80,117,13
2020-03-13,California,Kings County,Drug Store,121,94,122,14
2020-03-13,California,Kings County,Convenience Store,126,131,126,15
2020-03-14,California,Kings County,Food,87,70,88,1
2020-03-14,California,Kings County,Shops & Services,85,79,85,2
2020-03-14,California,Kings County,Grocery,128,107,128,3
2020-03-14,California,Kings County,Gas Stations,88,94,88,4
2020-03-14,California,Kings County,Arts & Entertainment,59,42,59,5
2020-03-14,California,Kings County,Outdoors & Recreation,85,72,86,6
2020-03-14,California,Kings County,Professional & Other Places,101,87,101,7
2020-03-14,California,Kings County,Fast Food Restaurants,77,49,77,8
2020-03-14,California,Kings County,Big Box Stores,113,78,114,9
2020-03-14,California,Kings County,Discount Stores,149,118,150,10
2020-03-15,California,Kings County,Food,84,88,83,1
2020-03-15,California,Kings County,Shops & Services,84,70,84,2
2020-03-15,California,Kings County,Grocery,119,170,118,3
2020-03-15,California,Kings County,Gas Stations,78,95,77,4
2020-03-15,California,Kings County,Arts & Entertainment,76,64,76,5
2020-03-15,California,Kings County,Outdoors & Recreation,95,92,95,6
2020-03-15,California,Kings County,Fast Food Restaurants,67,78,67,7
2020-03-15,California,Kings County,Big Box Stores,89,86,90,7
2020-03-15,California,Kings County,Professional & Other Places,107,65,108,8
2020-03-15,California,Kings County,Discount Stores,134,202,133,9
2020-03-16,California,Kings County,Food,84,64,84,1
2020-03-16,California,Kings County,Shops & Services,61,52,61,2
