date,state,county,category,visitIndex,visitsAbove65Index,visitsBelow65Index,rank
2020-03-11,California,San Bernardino County,Colleges & Universities,88,95,88,11
2020-03-11,California,San Bernardino County,Convenience Store,90,91,90,12
2020-03-11,California,San Bernardino County,Office,97,76,97,13
2020-03-11,California,San Bernardino County,Fitness Center,92,81,92,14
2020-03-11,California,San Bernardino County,Nightlife Spots,102,97,102,15
2020-03-11,California,San Bernardino County,Drug Store,99,97,99,16
2020-03-11,California,San Bernardino County,Arts & Entertainment,96,90,96,17
2020-03-11,California,San Bernardino County,Government,99,115,98,18
2020-03-11,California,San Bernardino County,Spiritual Center,84,85,84,19
2020-03-11,California,San Bernardino County,Travel & Transport,82,63,83,20
2020-03-11,California,San Bernardino County,Discount Stores,98,98,98,21
2020-03-11,California,San Bernardino County,Hardware Stores,100,79,101,22
2020-03-11,California,San Bernardino County,Residences,97,72,98,23
2020-03-11,California,San Bernardino County,Hotel,92,92,92,24
2020-03-11,California,San Bernardino County,Airport,91,93,91,25
2020-03-11,California,San Bernardino County,Banks,98,124,97,26
2020-03-11,California,San Bernardino County,Sports,91,97,91,27
2020-03-11,California,San Bernardino County,Alcohol,79,56,80,28
2020-03-12,California,San Bernardino County,Food,81,75,81,1
2020-03-12,California,San Bernardino County,Shops & Services,81,73,81,2
2020-03-12,California,San Bernardino County,Grocery,116,96,116,3
2020-03-12,California,San Bernardino County,Professional & Other Places,90,83,90,4
2020-03-12,California,San Bernardino County,School,87,78,88,5
2020-03-12,California,San Bernardino County,Fast Food Restaurants,84,71,85,6
2020-03-12,California,San Bernardino County,Outdoors & Recreation,76,69,77,7
2020-03-12,California,San Bernardino County,Gas Stations,89,81,89,8
2020-03-12,California,San Bernardino County,Medical,85,83,86,9
2020-03-12,California,San Bernardino County,Big Box Stores,98,88,98,10
2020-03-12,California,San Bernardino County,Convenience Store,81,60,81,11
2020-03-12,California,San Bernardino County,Colleges & Universities,72,80,72,12
2020-03-12,California,San Bernardino County,Drug Store,98,92,98,13
2020-03-12,California,San Bernardino County,Office,91,85,91,14
2020-03-12,California,San Bernardino County,Government,87,76,87,15
2020-03-12,California,San Bernardino County,Arts & Entertainment,79,57,80,16
2020-03-12,California,San Bernardino County,Nightlife Spots,79,70,79,17
2020-03-12,California,San Bernardino County,Fitness Center,73,71,73,18
2020-03-12,California,San Bernardino County,Discount Stores,85,69,85,19
2020-03-12,California,San Bernardino County,Travel & Transport,70,66,70,20
2020-03-12,California,San Bernardino County,Spiritual Center,84,68,85,21
2020-03-12,California,San Bernardino County,Residences,93,70,94,22
2020-03-12,California,San Bernardino County,Hardware Stores,88,72,89,23
2020-03-12,California,San Bernardino County,Airport,89,69,89,24
2020-03-12,California,San Bernardino County,Hotel,86,70,86,25
2020-03-12,California,San Bernardino County,Banks,93,81,93,26
2020-03-12,California,San Bernardino County,Sports,63,45,64,27
2020-03-12,California,San Bernardino County,Alcohol,89,68,90,28
2020-03-13,California,San Bernardino County,Food,88,82,88,1
2020-03-13,California,San Bernardino County,Shops & Services,93,86,93,2
2020-03-13,California,San Bernardino County,Grocery,163,148,164,3
2020-03-13,California,San Bernardino County,Fast Food Restaurants,95,82,96,4
2020-03-13,California,San Bernardino County,Professional & Other Places,93,84,93,5
2020-03-13,California,San Bernardino County,School,86,80,86,6
2020-03-13,California,San Bernardino County,Gas Stations,95,81,96,7
2020-03-13,California,San Bernardino County,Outdoors & Recreation,77,66,77,8
2020-03-13,California,San Bernardino County,Big Box Stores,142,125,142,9
2020-03-13,California,San Bernardino County,Medical,92,93,92,10
2020-03-13,California,San Bernardino County,Convenience Store,90,94,90,11
2020-03-13,California,San Bernardino County,Drug Store,125,122,125,12
2020-03-13,California,San Bernardino County,Discount Stores,133,116,133,13
2020-03-13,California,San Bernardino County,Nightlife Spots,91,75,91,14
2020-03-13,California,San Bernardino County,Office,102,103,102,15
2020-03-13,California,San Bernardino County,Arts & Entertainment,69,75,68,16
2020-03-13,California,San Bernardino County,Hardware Stores,119,88,121,17
2020-03-13,California,San Bernardino County,Banks,103,103,103,18
2020-03-13,California,San Bernardino County,Colleges & Universities,91,77,91,19
2020-03-13,California,San Bernardino County,Travel & Transport,77,73,78,20
2020-03-13,California,San Bernardino County,Fitness Center,83,74,83,21
2020-03-13,California,San Bernardino County,Government,91,79,92,22
2020-03-13,California,San Bernardino County,Spiritual Center,81,79,81,23
2020-03-13,California,San Bernardino County,Hotel,87,90,87,24
2020-03-13,California,San Bernardino County,Residences,87,87,87,25
2020-03-13,California,San Bernardino County,Airport,83,65,84,26
2020-03-13,California,San Bernardino County,Sports,58,50,58,27
2020-03-13,California,San Bernardino County,Alcohol,89,77,89,28
2020-03-13,California,San Bernardino County,Skiing,74,74,74,29
2020-03-14,California,San Bernardino County,Shops & Services,86,85,86,1
2020-03-14,California,San Bernardino County,Food,82,77,82,2
2020-03-14,California,San Bernardino County,Grocery,144,156,143,3
2020-03-14,California,San Bernardino County,Outdoors & Recreation,72,74,72,4
2020-03-14,California,San Bernardino County,Fast Food Restaurants,82,61,83,5
2020-03-14,California,San Bernardino County,Gas Stations,97,102,97,6
2020-03-14,California,San Bernardino County,Big Box Stores,122,110,123,7
2020-03-14,California,San Bernardino County,Professional & Other Places,87,76,87,8
2020-03-14,California,San Bernardino County,School,69,61,69,9
2020-03-14,California,San Bernardino County,Discount Stores,141,132,141,10
2020-03-14,California,San Bernardino County,Drug Store,133,130,133,11
2020-03-14,California,San Bernardino County,Nightlife Spots,89,82,90,12
2020-03-14,California,San Bernardino County,Convenience Store,85,95,85,13
2020-03-14,California,San Bernardino County,Hardware Stores,112,87,113,14
2020-03-14,California,San Bernardino County,Medical,85,76,85,15
2020-03-14,California,San Bernardino County,Arts & Entertainment,58,46,58,16
2020-03-14,California,San Bernardino County,Hotel,84,81,84,17
2020-03-14,California,San Bernardino County,Travel & Transport,80,77,80,18
2020-03-14,California,San Bernardino County,Residences,88,71,88,19
2020-03-14,California,San Bernardino County,Spiritual Center,70,44,71,20
2020-03-14,California,San Bernardino County,Fitness Center,79,76,79,21
2020-03-14,California,San Bernardino County,Banks,80,63,80,22
2020-03-14,California,San Bernardino County,Office,104,117,104,23
2020-03-14,California,San Bernardino County,Colleges & Universities,64,52,65,24
2020-03-14,California,San Bernardino County,Government,82,52,83,25
2020-03-14,California,San Bernardino County,Sports,54,56,53,26
2020-03-14,California,San Bernardino County,Airport,77,63,77,26
2020-03-14,California,San Bernardino County,Skiing,66,76,65,27
2020-03-14,California,San Bernardino County,Alcohol,90,88,90,28
2020-03-15,California,San Bernardino County,Food,83,71,83,1
2020-03-15,California,San Bernardino County,Shops & Services,82,73,82,2
2020-03-15,California,San Bernardino County,Grocery,117,109,117,3
2020-03-15,California,San Bernardino County,Outdoors & Recreation,77,77,77,4
2020-03-15,California,San Bernardino County,Fast Food Restaurants,86,65,86,5
2020-03-15,California,San Bernardino County,Gas Stations,92,80,92,6
2020-03-15,California,San Bernardino County,Big Box Stores,115,100,115,7
2020-03-15,California,San Bernardino County,Professional & Other Places,84,73,84,8
2020-03-15,California,San Bernardino County,School,72,54,72,9
2020-03-15,California,San Bernardino County,Convenience Store,94,84,94,10
2020-03-15,California,San Bernardino County,Spiritual Center,60,49,61,11
2020-03-15,California,San Bernardino County,Drug Store,124,116,124,12
2020-03-15,California,San Bernardino County,Discount Stores,121,129,121,13
2020-03-15,California,San Bernardino County,Nightlife Spots,86,57,87,14
2020-03-15,California,San Bernardino County,Hardware Stores,120,84,122,15
2020-03-15,California,San Bernardino County,Arts & Entertainment,66,64,66,16
2020-03-15,California,San Bernardino County,Medical,87,56,88,17
2020-03-15,California,San Bernardino County,Residences,85,62,86,18
2020-03-15,California,San Bernardino County,Travel & Transport,74,52,75,19
2020-03-15,California,San Bernardino County,Hotel,76,56,77,20
2020-03-15,California,San Bernardino County,Fitness Center,86,66,86,21
2020-03-15,California,San Bernardino County,Airport,76,119,75,22
2020-03-15,California,San Bernardino County,Colleges & Universities,76,45,77,23
2020-03-15,California,San Bernardino County,Office,102,75,102,24
2020-03-15,California,San Bernardino County,Sports,63,67,63,25
2020-03-15,California,San Bernardino County,Government,90,48,91,26
2020-03-15,California,San Bernardino County,Alcohol,96,59,97,27
2020-03-15,California,San Bernardino County,Banks,68,71,68,28
2020-03-16,California,San Bernardino County,Shops & Services,90,78,90,1
2020-03-16,California,San Bernardino County,Food,81,74,82,2
2020-03-16,California,San Bernardino County,Grocery,142,154,142,3
2020-03-16,California,San Bernardino County,Professional & Other Places,96,95,96,4
2020-03-16,California,San Bernardino County,Fast Food Restaurants,88,80,88,5
2020-03-16,California,San Bernardino County,Gas Stations,96,88,96,6
2020-03-16,California,San Bernardino County,Outdoors & Recreation,83,82,83,7
2020-03-16,California,San Bernardino County,Medical,87,71,88,8
2020-03-16,California,San Bernardino County,Big Box Stores,116,98,117,9
2020-03-16,California,San Bernardino County,School,57,64,57,10
2020-03-16,California,San Bernardino County,Convenience Store,93,80,94,11
2020-03-16,California,San Bernardino County,Drug Store,111,92,111,12
2020-03-16,California,San Bernardino County,Office,98,97,98,13
2020-03-16,California,San Bernardino County,Discount Stores,120,103,121,14
2020-03-16,California,San Bernardino County,Hardware Stores,106,75,107,15
2020-03-16,California,San Bernardino County,Government,97,82,97,15
2020-03-16,California,San Bernardino County,Nightlife Spots,83,68,83,16
2020-03-16,California,San Bernardino County,Travel & Transport,76,69,76,17
2020-03-16,California,San Bernardino County,Fitness Center,66,56,66,18
2020-03-16,California,San Bernardino County,Colleges & Universities,58,64,58,19
2020-03-16,California,San Bernardino County,Arts & Entertainment,68,61,68,20
2020-03-16,California,San Bernardino County,Residences,97,72,97,21
2020-03-16,California,San Bernardino County,Banks,107,109,107,22
2020-03-16,California,San Bernardino County,Spiritual Center,86,61,87,23
2020-03-16,California,San Bernardino County,Hotel,78,66,78,24
2020-03-16,California,San Bernardino County,Airport,72,37,73,25
2020-03-16,California,San Bernardino County,Sports,70,88,70,26
2020-03-16,California,San Bernardino County,Alcohol,102,114,102,27
2020-03-17,California,San Bernardino County,Shops & Services,77,68,78,1
2020-03-17,California,San Bernardino County,Food,70,57,70,2
2020-03-17,California,San Bernardino County,Grocery,127,123,127,3
2020-03-17,California,San Bernardino County,Professional & Other Places,84,68,84,4
2020-03-17,California,San Bernardino County,Outdoors & Recreation,77,67,77,5
2020-03-17,California,San Bernardino County,Gas Stations,85,77,86,6
2020-03-17,California,San Bernardino County,Fast Food Restaurants,75,71,75,7
2020-03-17,California,San Bernardino County,Medical,66,60,66,8
2020-03-17,California,San Bernardino County,Big Box Stores,101,93,102,9
2020-03-17,California,San Bernardino County,School,37,38,37,10
2020-03-17,California,San Bernardino County,Convenience Store,84,71,84,11
2020-03-17,California,San Bernardino County,Drug Store,98,97,98,12
2020-03-17,California,San Bernardino County,Nightlife Spots,92,88,92,13
2020-03-17,California,San Bernardino County,Office,81,74,81,14
2020-03-17,California,San Bernardino County,Hardware Stores,109,90,110,15
2020-03-17,California,San Bernardino County,Discount Stores,91,70,91,16
2020-03-17,California,San Bernardino County,Government,69,49,69,17
2020-03-17,California,San Bernardino County,Residences,92,94,92,18
2020-03-17,California,San Bernardino County,Arts & Entertainment,66,59,67,19
2020-03-17,California,San Bernardino County,Travel & Transport,64,43,65,20
2020-03-17,California,San Bernardino County,Colleges & Universities,35,38,35,21
2020-03-17,California,San Bernardino County,Spiritual Center,64,49,65,22
2020-03-17,California,San Bernardino County,Fitness Center,46,43,46,23
2020-03-17,California,San Bernardino County,Hotel,71,46,72,24
2020-03-17,California,San Bernardino County,Banks,77,84,77,25
2020-03-17,California,San Bernardino County,Airport,69,33,70,26
2020-03-17,California,San Bernardino County,Sports,71,73,71,27
2020-03-17,California,San Bernardino County,Alcohol,91,85,91,28
2020-03-18,California,San Bernardino County,Shops & Services,71,58,71,1
2020-03-18,California,San Bernardino County,Food,63,54,63,2
2020-03-18,California,San Bernardino County,Grocery,121,117,121,3
2020-03-18,California,San Bernardino County,Professional & Other Places,85,77,85,4
2020-03-18,California,San Bernardino County,Outdoors & Recreation,78,74,78,5
2020-03-18,California,San Bernardino County,Fast Food Restaurants,72,63,73,6
2020-03-18,California,San Bernardino County,Gas Stations,83,85,83,7
2020-03-18,California,San Bernardino County,Medical,63,55,63,8
2020-03-18,California,San Bernardino County,Big Box Stores,98,84,99,9
2020-03-18,California,San Bernardino County,School,36,38,36,10
2020-03-18,California,San Bernardino County,Convenience Store,81,74,81,11
2020-03-18,California,San Bernardino County,Drug Store,96,90,96,12
2020-03-18,California,San Bernardino County,Office,76,51,76,13
2020-03-18,California,San Bernardino County,Discount Stores,99,88,99,14
2020-03-18,California,San Bernardino County,Hardware Stores,102,75,103,15
2020-03-18,California,San Bernardino County,Nightlife Spots,71,52,71,16
2020-03-18,California,San Bernardino County,Travel & Transport,68,39,69,17
2020-03-18,California,San Bernardino County,Residences,85,70,86,18
2020-03-18,California,San Bernardino County,Arts & Entertainment,56,50,57,19
2020-03-18,California,San Bernardino County,Government,58,53,58,20
2020-03-18,California,San Bernardino County,Spiritual Center,51,44,51,21
2020-03-18,California,San Bernardino County,Colleges & Universities,33,33,33,22
2020-03-18,California,San Bernardino County,Airport,71,65,71,23
2020-03-18,California,San Bernardino County,Hotel,66,62,66,23
2020-03-18,California,San Bernardino County,Banks,80,100,80,24
2020-03-18,California,San Bernardino County,Fitness Center,37,33,38,25
2020-03-18,California,San Bernardino County,Sports,61,69,61,26
2020-03-18,California,San Bernardino County,Alcohol,77,83,77,27
2020-03-19,California,San Bernardino County,Shops & Services,60,54,61,1
2020-03-19,California,San Bernardino County,Food,56,45,56,2
2020-03-19,California,San Bernardino County,Grocery,110,103,110,3
2020-03-19,California,San Bernardino County,Professional & Other Places,74,60,74,4
2020-03-19,California,San Bernardino County,Fast Food Restaurants,65,57,65,5
2020-03-19,California,San Bernardino County,Outdoors & Recreation,63,60,63,6
2020-03-19,California,San Bernardino County,Gas Stations,76,66,77,7
2020-03-19,California,San Bernardino County,Medical,62,47,62,8
2020-03-19,California,San Bernardino County,Big Box Stores,81,75,81,9
2020-03-19,California,San Bernardino County,School,32,33,32,10
2020-03-19,California,San Bernardino County,Convenience Store,70,66,70,11
2020-03-19,California,San Bernardino County,Drug Store,85,86,85,12
2020-03-19,California,San Bernardino County,Office,73,65,73,13
2020-03-19,California,San Bernardino County,Hardware Stores,89,72,89,14
2020-03-19,California,San Bernardino County,Nightlife Spots,61,49,62,15
2020-03-19,California,San Bernardino County,Discount Stores,69,60,69,16
2020-03-19,California,San Bernardino County,Residences,75,69,75,17
2020-03-19,California,San Bernardino County,Government,55,53,56,18
2020-03-19,California,San Bernardino County,Travel & Transport,53,34,54,19
2020-03-19,California,San Bernardino County,Arts & Entertainment,49,35,50,20
2020-03-19,California,San Bernardino County,Spiritual Center,60,49,60,21
2020-03-19,California,San Bernardino County,Hotel,61,54,61,22
2020-03-19,California,San Bernardino County,Colleges & Universities,28,42,28,23
2020-03-19,California,San Bernardino County,Banks,70,54,70,24
2020-03-19,California,San Bernardino County,Airport,55,30,55,25
2020-03-19,California,San Bernardino County,Fitness Center,34,26,34,26
2020-03-19,California,San Bernardino County,Sports,52,41,53,27
2020-03-19,California,San Bernardino County,Alcohol,68,52,68,28
2020-03-20,California,San Bernardino County,Food,49,42,49,1
2020-03-20,California,San Bernardino County,Shops & Services,53,45,53,2
2020-03-20,California,San Bernardino County,Grocery,112,97,113,3
2020-03-20,California,San Bernardino County,Professional & Other Places,78,67,78,4
2020-03-20,California,San Bernardino County,Outdoors & Recreation,69,66,69,5
2020-03-20,California,San Bernardino County,Fast Food Restaurants,64,51,64,6
2020-03-20,California,San Bernardino County,Gas Stations,69,53,69,7
2020-03-20,California,San Bernardino County,Big Box Stores,93,78,93,8
2020-03-20,California,San Bernardino County,Medical,64,49,64,9
2020-03-20,California,San Bernardino County,School,32,36,31,10
2020-03-20,California,San Bernardino County,Convenience Store,69,55,69,11
2020-03-20,California,San Bernardino County,Drug Store,91,96,91,12
2020-03-20,California,San Bernardino County,Hardware Stores,96,69,97,13
2020-03-20,California,San Bernardino County,Discount Stores,85,67,86,14
2020-03-20,California,San Bernardino County,Office,73,64,73,15
2020-03-20,California,San Bernardino County,Nightlife Spots,54,46,54,16
2020-03-20,California,San Bernardino County,Residences,81,86,81,17
2020-03-20,California,San Bernardino County,Travel & Transport,58,41,58,18
2020-03-20,California,San Bernardino County,Banks,72,74,72,19
2020-03-20,California,San Bernardino County,Arts & Entertainment,39,47,39,20
2020-03-20,California,San Bernardino County,Government,59,46,59,21
2020-03-20,California,San Bernardino County,Spiritual Center,54,50,54,21
2020-03-20,California,San Bernardino County,Hotel,54,47,55,22
2020-03-20,California,San Bernardino County,Colleges & Universities,43,48,43,23
2020-03-20,California,San Bernardino County,Airport,49,48,49,24
2020-03-20,California,San Bernardino County,Fitness Center,38,31,38,25
2020-03-20,California,San Bernardino County,Sports,57,50,57,26
2020-03-20,California,San Bernardino County,Alcohol,73,54,74,27
2020-03-21,California,San Bernardino County,Food,39,36,39,1
2020-03-21,California,San Bernardino County,Shops & Services,38,37,38,2
2020-03-21,California,San Bernardino County,Grocery,84,77,84,3
2020-03-21,California,San Bernardino County,Outdoors & Recreation,63,67,62,4
2020-03-21,California,San Bernardino County,Fast Food Restaurants,50,44,50,5
2020-03-21,California,San Bernardino County,Professional & Other Places,70,60,70,6
2020-03-21,California,San Bernardino County,Gas Stations,59,60,59,7
2020-03-21,California,San Bernardino County,Big Box Stores,73,54,73,8
2020-03-21,California,San Bernardino County,School,50,41,50,9
2020-03-21,California,San Bernardino County,Hardware Stores,83,69,84,10
2020-03-21,California,San Bernardino County,Convenience Store,58,55,58,11
2020-03-21,California,San Bernardino County,Drug Store,71,55,71,12
2020-03-21,California,San Bernardino County,Medical,55,46,56,13
2020-03-21,California,San Bernardino County,Discount Stores,63,55,63,14
2020-03-21,California,San Bernardino County,Nightlife Spots,40,32,41,15
2020-03-21,California,San Bernardino County,Residences,62,66,62,16
2020-03-21,California,San Bernardino County,Travel & Transport,47,28,47,17
2020-03-21,California,San Bernardino County,Hotel,47,49,47,18
2020-03-21,California,San Bernardino County,Spiritual Center,43,29,43,19
2020-03-21,California,San Bernardino County,Arts & Entertainment,22,19,22,20
2020-03-21,California,San Bernardino County,Banks,51,40,52,21
2020-03-21,California,San Bernardino County,Office,80,69,81,22
2020-03-21,California,San Bernardino County,Sports,40,54,40,23
2020-03-21,California,San Bernardino County,Government,58,39,58,24
2020-03-21,California,San Bernardino County,Colleges & Universities,41,31,41,25
2020-03-21,California,San Bernardino County,Fitness Center,29,26,29,26
2020-03-21,California,San Bernardino County,Airport,47,30,47,27
2020-03-21,California,San Bernardino County,Alcohol,51,33,52,28
2020-03-22,California,San Bernardino County,Food,35,35,35,1
2020-03-22,California,San Bernardino County,Shops & Services,32,32,32,2
2020-03-22,California,San Bernardino County,Grocery,68,65,68,3
2020-03-22,California,San Bernardino County,Outdoors & Recreation,55,51,55,4
2020-03-22,California,San Bernardino County,Fast Food Restaurants,49,44,49,5
2020-03-22,California,San Bernardino County,Gas Stations,51,48,51,6
2020-03-22,California,San Bernardino County,Big Box Stores,63,54,63,7
2020-03-22,California,San Bernardino County,Professional & Other Places,61,49,62,8
2020-03-22,California,San Bernardino County,School,46,43,46,9
2020-03-22,California,San Bernardino County,Hardware Stores,89,91,89,10
2020-03-22,California,San Bernardino County,Convenience Store,56,59,56,11
2020-03-22,California,San Bernardino County,Drug Store,61,67,61,12
2020-03-22,California,San Bernardino County,Discount Stores,56,55,56,13
2020-03-22,California,San Bernardino County,Medical,47,30,47,14
2020-03-22,California,San Bernardino County,Residences,52,49,52,15
2020-03-22,California,San Bernardino County,Nightlife Spots,34,26,34,16
2020-03-22,California,San Bernardino County,Spiritual Center,20,12,20,17
2020-03-22,California,San Bernardino County,Travel & Transport,41,29,41,17
2020-03-22,California,San Bernardino County,Hotel,40,41,40,18
2020-03-22,California,San Bernardino County,Arts & Entertainment,23,18,23,19
2020-03-22,California,San Bernardino County,Sports,47,38,47,20
2020-03-22,California,San Bernardino County,Office,74,49,74,21
2020-03-22,California,San Bernardino County,Colleges & Universities,49,54,49,22
2020-03-22,California,San Bernardino County,Airport,33,22,33,23
2020-03-22,California,San Bernardino County,Government,53,58,53,24
2020-03-22,California,San Bernardino County,Banks,51,46,51,25
2020-03-22,California,San Bernardino County,Fitness Center,24,20,24,26
2020-03-23,California,San Bernardino County,Food,42,35,42,1
2020-03-23,California,San Bernardino County,Shops & Services,43,40,43,2
2020-03-23,California,San Bernardino County,Grocery,76,85,76,3
2020-03-23,California,San Bernardino County,Professional & Other Places,67,60,67,4
2020-03-23,California,San Bernardino County,Outdoors & Recreation,52,46,52,5
2020-03-23,California,San Bernardino County,Gas Stations,56,51,56,6
2020-03-23,California,San Bernardino County,Fast Food Restaurants,49,48,50,7
2020-03-23,California,San Bernardino County,Medical,45,40,45,8
2020-03-23,California,San Bernardino County,Big Box Stores,68,62,68,9
2020-03-23,California,San Bernardino County,School,33,31,33,10
2020-03-23,California,San Bernardino County,Convenience Store,57,49,58,11
2020-03-23,California,San Bernardino County,Drug Store,61,65,61,12
2020-03-23,California,San Bernardino County,Office,61,68,61,13
2020-03-23,California,San Bernardino County,Hardware Stores,67,47,68,14
2020-03-23,California,San Bernardino County,Nightlife Spots,52,45,53,15
2020-03-23,California,San Bernardino County,Travel & Transport,45,47,45,16
2020-03-23,California,San Bernardino County,Residences,63,58,63,17
2020-03-23,California,San Bernardino County,Discount Stores,57,46,57,18
2020-03-23,California,San Bernardino County,Government,51,50,51,19
2020-03-23,California,San Bernardino County,Arts & Entertainment,37,39,37,20
2020-03-23,California,San Bernardino County,Hotel,46,42,46,21
2020-03-23,California,San Bernardino County,Banks,55,69,55,22
2020-03-23,California,San Bernardino County,Spiritual Center,47,43,47,23
2020-03-23,California,San Bernardino County,Airport,43,36,43,24
2020-03-23,California,San Bernardino County,Colleges & Universities,21,19,21,25
2020-03-23,California,San Bernardino County,Fitness Center,21,22,21,26
2020-03-23,California,San Bernardino County,Sports,42,32,42,27
2020-03-23,California,San Bernardino County,Alcohol,52,53,52,28
2020-03-01,California,San Diego County,Food,102,99,102,1
2020-03-01,California,San Diego County,Shops & Services,106,104,106,2
2020-03-01,California,San Diego County,Outdoors & Recreation,90,92,90,3
2020-03-01,California,San Diego County,Grocery,102,103,102,4
2020-03-01,California,San Diego County,Arts & Entertainment,91,75,91,5
2020-03-01,California,San Diego County,Professional & Other Places,107,96,108,6
2020-03-01,California,San Diego County,Nightlife Spots,92,85,93,7
2020-03-01,California,San Diego County,Hotel,95,104,94,8
2020-03-01,California,San Diego County,Fast Food Restaurants,102,102,102,9
2020-03-01,California,San Diego County,Gas Stations,106,98,106,10
2020-03-01,California,San Diego County,Big Box Stores,108,103,108,11
2020-03-01,California,San Diego County,Residences,97,82,98,12
2020-03-01,California,San Diego County,Spiritual Center,95,95,95,13
2020-03-01,California,San Diego County,Airport,108,107,108,14
2020-03-01,California,San Diego County,Convenience Store,95,85,95,15
2020-03-01,California,San Diego County,Travel & Transport,80,109,80,16
2020-03-01,California,San Diego County,School,101,82,102,17
2020-03-01,California,San Diego County,Fitness Center,101,98,101,18
2020-03-01,California,San Diego County,Drug Store,112,99,112,19
2020-03-01,California,San Diego County,Medical,96,90,96,20
2020-03-01,California,San Diego County,Sports,97,85,97,21
2020-03-01,California,San Diego County,Beach,73,72,73,22
2020-03-01,California,San Diego County,Hardware Stores,101,102,101,23
2020-03-01,California,San Diego County,Colleges & Universities,105,122,104,24
2020-03-01,California,San Diego County,Government,99,98,99,25
2020-03-01,California,San Diego County,Discount Stores,97,94,97,26
2020-03-01,California,San Diego County,Office,95,79,95,27
2020-03-01,California,San Diego County,Alcohol,91,110,90,28
2020-03-01,California,San Diego County,Banks,114,93,115,29
2020-03-01,California,San Diego County,Light Rail Stations,86,119,86,30
2020-03-01,California,San Diego County,Bus,97,111,97,31
2020-03-02,California,San Diego County,Shops & Services,100,102,100,1
2020-03-02,California,San Diego County,Food,99,101,99,2
2020-03-02,California,San Diego County,Outdoors & Recreation,96,88,97,3
2020-03-02,California,San Diego County,Professional & Other Places,116,107,116,4
2020-03-02,California,San Diego County,Grocery,105,107,105,5
2020-03-02,California,San Diego County,Medical,108,113,108,6
2020-03-02,California,San Diego County,School,124,124,123,7
2020-03-02,California,San Diego County,Colleges & Universities,104,113,104,8
2020-03-02,California,San Diego County,Fast Food Restaurants,109,108,109,9
2020-03-02,California,San Diego County,Arts & Entertainment,89,77,89,10
2020-03-02,California,San Diego County,Gas Stations,102,102,102,11
2020-03-02,California,San Diego County,Hotel,95,86,96,12
2020-03-02,California,San Diego County,Residences,98,93,99,13
2020-03-02,California,San Diego County,Fitness Center,101,106,101,14
2020-03-02,California,San Diego County,Nightlife Spots,95,86,95,15
2020-03-02,California,San Diego County,Office,104,108,104,16
2020-03-02,California,San Diego County,Government,121,111,121,17
2020-03-02,California,San Diego County,Big Box Stores,107,111,107,18
2020-03-02,California,San Diego County,Convenience Store,100,100,100,19
2020-03-02,California,San Diego County,Airport,90,79,90,20
2020-03-02,California,San Diego County,Travel & Transport,76,76,76,21
2020-03-02,California,San Diego County,Drug Store,110,116,109,22
2020-03-02,California,San Diego County,Spiritual Center,114,123,114,23
2020-03-02,California,San Diego County,Sports,106,120,105,24
2020-03-02,California,San Diego County,Hardware Stores,100,86,101,25
2020-03-02,California,San Diego County,Beach,100,110,99,26
2020-03-02,California,San Diego County,Banks,126,133,126,27
2020-03-02,California,San Diego County,Light Rail Stations,101,114,101,28
2020-03-02,California,San Diego County,Alcohol,108,154,106,29
2020-03-02,California,San Diego County,Discount Stores,97,97,97,30
2020-03-02,California,San Diego County,Bus,119,147,118,31
2020-03-03,California,San Diego County,Shops & Services,102,94,102,1
2020-03-03,California,San Diego County,Food,101,95,101,2
2020-03-03,California,San Diego County,Outdoors & Recreation,103,98,103,3
2020-03-03,California,San Diego County,Professional & Other Places,106,96,106,4
2020-03-03,California,San Diego County,School,111,115,111,5
2020-03-03,California,San Diego County,Grocery,102,98,102,6
2020-03-03,California,San Diego County,Medical,97,100,97,7
2020-03-03,California,San Diego County,Colleges & Universities,85,82,85,8
2020-03-03,California,San Diego County,Fast Food Restaurants,103,98,103,9
2020-03-03,California,San Diego County,Gas Stations,103,96,103,10
2020-03-03,California,San Diego County,Arts & Entertainment,93,86,93,11
2020-03-03,California,San Diego County,Nightlife Spots,102,94,102,12
2020-03-03,California,San Diego County,Residences,103,92,103,13
2020-03-03,California,San Diego County,Hotel,95,89,95,14
2020-03-03,California,San Diego County,Fitness Center,99,100,98,15
2020-03-03,California,San Diego County,Office,97,86,97,16
2020-03-03,California,San Diego County,Government,94,97,94,17
2020-03-03,California,San Diego County,Convenience Store,96,85,97,18
2020-03-03,California,San Diego County,Big Box Stores,103,99,103,19
2020-03-03,California,San Diego County,Spiritual Center,126,134,126,20
2020-03-03,California,San Diego County,Airport,90,95,89,21
2020-03-03,California,San Diego County,Travel & Transport,72,75,71,22
2020-03-03,California,San Diego County,Drug Store,103,104,103,23
2020-03-03,California,San Diego County,Sports,109,105,109,24
2020-03-03,California,San Diego County,Beach,109,90,109,25
2020-03-03,California,San Diego County,Hardware Stores,100,98,100,26
2020-03-03,California,San Diego County,Banks,117,111,118,27
2020-03-03,California,San Diego County,Light Rail Stations,98,75,99,28
2020-03-03,California,San Diego County,Alcohol,108,97,109,29
2020-03-03,California,San Diego County,Discount Stores,105,102,105,30
2020-03-03,California,San Diego County,Bus,105,40,107,31
2020-03-04,California,San Diego County,Shops & Services,99,93,100,1
2020-03-04,California,San Diego County,Food,97,92,98,2
2020-03-04,California,San Diego County,Outdoors & Recreation,99,93,100,3
