date,county,category,visitIndex,rank
2020-03-02,Solano County,Outdoors & Recreation,110,3
2020-03-02,Solano County,Grocery,107,4
2020-03-02,Solano County,Professional & Other Places,108,5
2020-03-02,Solano County,School,124,6
2020-03-02,Solano County,Fast Food Restaurants,103,7
2020-03-02,Solano County,Medical,101,8
2020-03-02,Solano County,Gas Stations,95,9
2020-03-02,Solano County,Big Box Stores,101,10
2020-03-03,Solano County,Food,101,1
2020-03-03,Solano County,Shops & Services,100,2
2020-03-03,Solano County,Outdoors & Recreation,121,3
2020-03-03,Solano County,Professional & Other Places,113,4
2020-03-03,Solano County,Grocery,107,5
2020-03-03,Solano County,School,119,6
2020-03-03,Solano County,Fast Food Restaurants,105,7
2020-03-03,Solano County,Medical,93,8
2020-03-03,Solano County,Gas Stations,96,9
2020-03-03,Solano County,Government,106,10
2020-03-03,Solano County,Big Box Stores,106,10
2020-03-04,Solano County,Food,98,1
2020-03-04,Solano County,Shops & Services,98,2
2020-03-04,Solano County,Outdoors & Recreation,108,3
2020-03-04,Solano County,School,111,4
2020-03-04,Solano County,Professional & Other Places,91,5
2020-03-04,Solano County,Grocery,95,6
2020-03-04,Solano County,Medical,104,7
2020-03-04,Solano County,Fast Food Restaurants,96,8
2020-03-04,Solano County,Gas Stations,99,9
2020-03-04,Solano County,Nightlife Spots,111,10
2020-03-05,Solano County,Food,100,1
2020-03-05,Solano County,Shops & Services,96,2
2020-03-05,Solano County,Outdoors & Recreation,104,3
2020-03-05,Solano County,Professional & Other Places,102,4
2020-03-05,Solano County,Grocery,93,5
2020-03-05,Solano County,Fast Food Restaurants,106,6
2020-03-05,Solano County,School,98,7
2020-03-05,Solano County,Medical,98,8
2020-03-05,Solano County,Gas Stations,92,9
2020-03-05,Solano County,Nightlife Spots,113,10
2020-03-06,Solano County,Food,91,1
2020-03-06,Solano County,Shops & Services,82,2
2020-03-06,Solano County,Outdoors & Recreation,103,3
2020-03-06,Solano County,Grocery,87,4
2020-03-06,Solano County,Fast Food Restaurants,89,5
2020-03-06,Solano County,Professional & Other Places,98,6
2020-03-06,Solano County,School,111,7
2020-03-06,Solano County,Medical,99,8
2020-03-06,Solano County,Gas Stations,88,9
2020-03-06,Solano County,Nightlife Spots,106,10
2020-03-07,Solano County,Food,98,1
2020-03-07,Solano County,Shops & Services,88,2
2020-03-07,Solano County,Outdoors & Recreation,96,3
2020-03-07,Solano County,Grocery,93,4
2020-03-07,Solano County,Fast Food Restaurants,93,5
2020-03-07,Solano County,Professional & Other Places,96,6
2020-03-07,Solano County,Gas Stations,83,7
2020-03-07,Solano County,Arts & Entertainment,83,8
2020-03-07,Solano County,Big Box Stores,94,9
2020-03-07,Solano County,School,107,10
2020-03-08,Solano County,Food,102,1
2020-03-08,Solano County,Shops & Services,93,2
2020-03-08,Solano County,Grocery,96,3
2020-03-08,Solano County,Outdoors & Recreation,93,4
2020-03-08,Solano County,Fast Food Restaurants,104,5
2020-03-08,Solano County,Gas Stations,84,6
2020-03-08,Solano County,Professional & Other Places,97,7
2020-03-08,Solano County,Big Box Stores,112,8
2020-03-08,Solano County,Arts & Entertainment,77,9
2020-03-08,Solano County,School,103,10
2020-03-09,Solano County,Shops & Services,97,1
2020-03-09,Solano County,Food,93,2
2020-03-09,Solano County,Outdoors & Recreation,119,3
2020-03-09,Solano County,Grocery,100,4
2020-03-09,Solano County,Professional & Other Places,113,5
2020-03-09,Solano County,Medical,107,6
2020-03-09,Solano County,School,115,7
2020-03-09,Solano County,Fast Food Restaurants,90,8
2020-03-09,Solano County,Gas Stations,80,9
2020-03-09,Solano County,Big Box Stores,99,10
2020-03-10,Solano County,Food,101,1
2020-03-10,Solano County,Shops & Services,101,2
2020-03-10,Solano County,Outdoors & Recreation,114,3
2020-03-10,Solano County,Professional & Other Places,100,4
2020-03-10,Solano County,Grocery,94,5
2020-03-10,Solano County,Medical,96,6
2020-03-10,Solano County,School,107,7
2020-03-10,Solano County,Gas Stations,99,8
2020-03-10,Solano County,Fast Food Restaurants,88,9
2020-03-10,Solano County,Big Box Stores,94,10
2020-03-11,Solano County,Food,105,1
2020-03-11,Solano County,Shops & Services,103,2
2020-03-11,Solano County,Outdoors & Recreation,100,3
2020-03-11,Solano County,Professional & Other Places,94,4
2020-03-11,Solano County,Grocery,97,5
2020-03-11,Solano County,School,105,6
2020-03-11,Solano County,Fast Food Restaurants,103,7
2020-03-11,Solano County,Gas Stations,109,8
2020-03-11,Solano County,Medical,85,9
2020-03-11,Solano County,Government,108,10
2020-03-12,Solano County,Shops & Services,99,1
2020-03-12,Solano County,Food,97,2
2020-03-12,Solano County,Grocery,115,3
2020-03-12,Solano County,Outdoors & Recreation,104,4
2020-03-12,Solano County,Professional & Other Places,94,5
2020-03-12,Solano County,School,95,6
2020-03-12,Solano County,Fast Food Restaurants,94,7
2020-03-12,Solano County,Medical,91,8
2020-03-12,Solano County,Gas Stations,90,9
2020-03-12,Solano County,Big Box Stores,113,10
2020-03-13,Solano County,Food,97,1
2020-03-13,Solano County,Shops & Services,98,2
2020-03-13,Solano County,Grocery,148,3
2020-03-13,Solano County,Outdoors & Recreation,102,4
2020-03-13,Solano County,Professional & Other Places,108,5
2020-03-13,Solano County,Fast Food Restaurants,86,6
2020-03-13,Solano County,Gas Stations,98,7
2020-03-13,Solano County,School,105,8
2020-03-13,Solano County,Medical,89,9
2020-03-13,Solano County,Big Box Stores,133,10
2020-03-14,Solano County,Food,82,1
2020-03-14,Solano County,Shops & Services,72,2
2020-03-14,Solano County,Grocery,113,3
2020-03-14,Solano County,Outdoors & Recreation,71,4
2020-03-14,Solano County,Fast Food Restaurants,69,5
2020-03-14,Solano County,Gas Stations,74,6
2020-03-14,Solano County,Big Box Stores,108,7
2020-03-14,Solano County,Professional & Other Places,67,8
2020-03-14,Solano County,School,88,9
2020-03-14,Solano County,Nightlife Spots,77,10
2020-03-15,Solano County,Food,79,1
2020-03-15,Solano County,Shops & Services,74,2
2020-03-15,Solano County,Grocery,114,3
2020-03-15,Solano County,Outdoors & Recreation,75,4
2020-03-15,Solano County,Fast Food Restaurants,76,5
2020-03-15,Solano County,Big Box Stores,101,6
2020-03-15,Solano County,Gas Stations,65,7
2020-03-15,Solano County,Professional & Other Places,75,8
2020-03-15,Solano County,Nightlife Spots,80,9
2020-03-15,Solano County,Hardware Stores,100,10
2020-03-16,Solano County,Shops & Services,87,1
2020-03-16,Solano County,Food,83,2
2020-03-16,Solano County,Grocery,150,3
2020-03-16,Solano County,Outdoors & Recreation,79,4
2020-03-16,Solano County,Fast Food Restaurants,83,5
2020-03-16,Solano County,Professional & Other Places,79,6
2020-03-16,Solano County,Gas Stations,82,7
2020-03-16,Solano County,Medical,73,8
2020-03-16,Solano County,Big Box Stores,121,9
2020-03-16,Solano County,School,41,10
2020-03-17,Solano County,Shops & Services,79,1
2020-03-17,Solano County,Food,77,2
2020-03-17,Solano County,Grocery,119,3
2020-03-17,Solano County,Outdoors & Recreation,86,4
2020-03-17,Solano County,Professional & Other Places,72,5
2020-03-17,Solano County,Fast Food Restaurants,76,6
2020-03-17,Solano County,Medical,67,7
2020-03-17,Solano County,Gas Stations,75,8
2020-03-17,Solano County,Big Box Stores,107,9
2020-03-17,Solano County,School,38,10
2020-03-18,Solano County,Food,66,1
2020-03-18,Solano County,Shops & Services,65,2
2020-03-18,Solano County,Grocery,110,3
2020-03-18,Solano County,Outdoors & Recreation,70,4
2020-03-18,Solano County,Fast Food Restaurants,68,5
2020-03-18,Solano County,Professional & Other Places,55,6
2020-03-18,Solano County,Medical,60,7
2020-03-18,Solano County,Gas Stations,65,8
2020-03-18,Solano County,Big Box Stores,104,9
2020-03-18,Solano County,School,34,10
2020-03-19,Solano County,Food,58,1
2020-03-19,Solano County,Shops & Services,55,2
2020-03-19,Solano County,Grocery,100,3
2020-03-19,Solano County,Outdoors & Recreation,93,4
2020-03-19,Solano County,Professional & Other Places,62,5
2020-03-19,Solano County,Fast Food Restaurants,63,6
2020-03-19,Solano County,Medical,59,7
2020-03-19,Solano County,Gas Stations,58,8
2020-03-19,Solano County,Big Box Stores,92,9
2020-03-19,Solano County,School,36,10
2020-03-20,Solano County,Food,50,1
2020-03-20,Solano County,Shops & Services,44,2
2020-03-20,Solano County,Grocery,96,3
2020-03-20,Solano County,Outdoors & Recreation,84,4
2020-03-20,Solano County,Professional & Other Places,64,5
2020-03-20,Solano County,Fast Food Restaurants,54,6
2020-03-20,Solano County,Medical,58,7
2020-03-20,Solano County,Gas Stations,53,8
2020-03-20,Solano County,Big Box Stores,90,9
2020-03-20,Solano County,Hardware Stores,99,10
2020-03-21,Solano County,Food,49,1
2020-03-21,Solano County,Shops & Services,34,2
2020-03-21,Solano County,Grocery,85,3
2020-03-21,Solano County,Outdoors & Recreation,73,4
2020-03-21,Solano County,Fast Food Restaurants,50,5
2020-03-21,Solano County,Big Box Stores,76,6
2020-03-21,Solano County,Gas Stations,47,7
2020-03-21,Solano County,Professional & Other Places,50,8
2020-03-21,Solano County,Medical,62,9
2020-03-21,Solano County,School,58,10
2020-03-22,Solano County,Food,25,1
2020-03-22,Solano County,Grocery,52,2
2020-03-22,Solano County,Shops & Services,22,3
2020-03-22,Solano County,Outdoors & Recreation,48,4
2020-03-22,Solano County,Gas Stations,29,5
2020-03-01,Sonoma County,Food,96,1
2020-03-01,Sonoma County,Shops & Services,94,2
2020-03-01,Sonoma County,Outdoors & Recreation,87,3
2020-03-01,Sonoma County,Grocery,103,4
2020-03-01,Sonoma County,Professional & Other Places,77,5
2020-03-01,Sonoma County,Nightlife Spots,79,6
2020-03-01,Sonoma County,Arts & Entertainment,87,7
2020-03-01,Sonoma County,Gas Stations,103,8
2020-03-01,Sonoma County,Fast Food Restaurants,102,9
2020-03-01,Sonoma County,Hotel,82,10
2020-03-02,Sonoma County,Food,91,1
2020-03-02,Sonoma County,Shops & Services,96,2
2020-03-02,Sonoma County,Outdoors & Recreation,94,3
2020-03-02,Sonoma County,Grocery,98,4
2020-03-02,Sonoma County,Professional & Other Places,94,5
2020-03-02,Sonoma County,Medical,108,6
2020-03-02,Sonoma County,Gas Stations,109,7
2020-03-02,Sonoma County,Nightlife Spots,99,8
2020-03-02,Sonoma County,Arts & Entertainment,101,9
2020-03-02,Sonoma County,School,110,10
2020-03-03,Sonoma County,Food,103,1
2020-03-03,Sonoma County,Shops & Services,97,2
2020-03-03,Sonoma County,Outdoors & Recreation,99,3
2020-03-03,Sonoma County,Grocery,98,4
2020-03-03,Sonoma County,Professional & Other Places,94,5
2020-03-03,Sonoma County,Medical,110,6
2020-03-03,Sonoma County,School,115,7
2020-03-03,Sonoma County,Nightlife Spots,107,8
2020-03-03,Sonoma County,Gas Stations,97,9
2020-03-03,Sonoma County,Fast Food Restaurants,104,10
2020-03-04,Sonoma County,Food,97,1
2020-03-04,Sonoma County,Shops & Services,102,2
2020-03-04,Sonoma County,Outdoors & Recreation,100,3
2020-03-04,Sonoma County,Grocery,101,4
2020-03-04,Sonoma County,Professional & Other Places,98,5
2020-03-04,Sonoma County,Nightlife Spots,99,6
2020-03-04,Sonoma County,Medical,89,7
2020-03-04,Sonoma County,Gas Stations,96,8
2020-03-04,Sonoma County,School,93,9
2020-03-04,Sonoma County,Arts & Entertainment,106,10
2020-03-05,Sonoma County,Food,97,1
2020-03-05,Sonoma County,Shops & Services,97,2
2020-03-05,Sonoma County,Outdoors & Recreation,91,3
2020-03-05,Sonoma County,Grocery,107,4
2020-03-05,Sonoma County,Professional & Other Places,96,5
2020-03-05,Sonoma County,Medical,99,6
2020-03-05,Sonoma County,Nightlife Spots,98,7
2020-03-05,Sonoma County,School,111,8
2020-03-05,Sonoma County,Gas Stations,99,9
2020-03-05,Sonoma County,Arts & Entertainment,95,10
2020-03-06,Sonoma County,Food,96,1
2020-03-06,Sonoma County,Shops & Services,94,2
2020-03-06,Sonoma County,Outdoors & Recreation,97,3
2020-03-06,Sonoma County,Grocery,101,4
2020-03-06,Sonoma County,Professional & Other Places,111,5
2020-03-06,Sonoma County,Nightlife Spots,92,6
2020-03-06,Sonoma County,Gas Stations,96,7
2020-03-06,Sonoma County,Medical,100,8
2020-03-06,Sonoma County,School,98,9
2020-03-06,Sonoma County,Arts & Entertainment,95,10
2020-03-07,Sonoma County,Food,92,1
2020-03-07,Sonoma County,Shops & Services,97,2
2020-03-07,Sonoma County,Outdoors & Recreation,85,3
2020-03-07,Sonoma County,Grocery,93,4
2020-03-07,Sonoma County,Professional & Other Places,90,5
2020-03-07,Sonoma County,Nightlife Spots,94,6
2020-03-07,Sonoma County,Arts & Entertainment,87,7
2020-03-07,Sonoma County,Fast Food Restaurants,104,8
2020-03-07,Sonoma County,Gas Stations,94,9
2020-03-07,Sonoma County,Hotel,84,10
2020-03-08,Sonoma County,Food,90,1
2020-03-08,Sonoma County,Shops & Services,103,2
2020-03-08,Sonoma County,Outdoors & Recreation,92,3
2020-03-08,Sonoma County,Grocery,99,4
2020-03-08,Sonoma County,Professional & Other Places,91,5
2020-03-08,Sonoma County,Nightlife Spots,85,6
2020-03-08,Sonoma County,Arts & Entertainment,80,7
2020-03-08,Sonoma County,Gas Stations,96,8
2020-03-08,Sonoma County,Fast Food Restaurants,104,9
2020-03-08,Sonoma County,Hotel,76,10
2020-03-09,Sonoma County,Food,90,1
2020-03-09,Sonoma County,Shops & Services,100,2
2020-03-09,Sonoma County,Outdoors & Recreation,97,3
2020-03-09,Sonoma County,Grocery,105,4
2020-03-09,Sonoma County,Professional & Other Places,98,5
2020-03-09,Sonoma County,Medical,100,6
2020-03-09,Sonoma County,Nightlife Spots,91,7
2020-03-09,Sonoma County,Fast Food Restaurants,113,8
2020-03-09,Sonoma County,Gas Stations,84,9
2020-03-09,Sonoma County,School,108,10
2020-03-10,Sonoma County,Food,98,1
2020-03-10,Sonoma County,Shops & Services,93,2
2020-03-10,Sonoma County,Outdoors & Recreation,107,3
2020-03-10,Sonoma County,Grocery,96,4
2020-03-10,Sonoma County,Professional & Other Places,99,5
2020-03-10,Sonoma County,Medical,91,6
2020-03-10,Sonoma County,Nightlife Spots,104,7
2020-03-10,Sonoma County,Gas Stations,100,8
2020-03-10,Sonoma County,School,99,9
2020-03-10,Sonoma County,Arts & Entertainment,95,10
2020-03-11,Sonoma County,Food,94,1
2020-03-11,Sonoma County,Shops & Services,95,2
2020-03-11,Sonoma County,Outdoors & Recreation,99,3
2020-03-11,Sonoma County,Grocery,93,4
2020-03-11,Sonoma County,Professional & Other Places,106,5
2020-03-11,Sonoma County,Gas Stations,108,6
2020-03-11,Sonoma County,Medical,83,7
2020-03-11,Sonoma County,Nightlife Spots,86,8
2020-03-11,Sonoma County,School,90,9
2020-03-11,Sonoma County,Fast Food Restaurants,102,10
2020-03-12,Sonoma County,Food,89,1
2020-03-12,Sonoma County,Shops & Services,94,2
2020-03-12,Sonoma County,Outdoors & Recreation,103,3
2020-03-12,Sonoma County,Grocery,104,4
2020-03-12,Sonoma County,Professional & Other Places,85,5
2020-03-12,Sonoma County,Medical,95,6
2020-03-12,Sonoma County,School,98,7
2020-03-12,Sonoma County,Nightlife Spots,84,8
2020-03-12,Sonoma County,Gas Stations,92,9
2020-03-12,Sonoma County,Arts & Entertainment,101,10
2020-03-13,Sonoma County,Food,89,1
2020-03-13,Sonoma County,Shops & Services,104,2
2020-03-13,Sonoma County,Outdoors & Recreation,102,3
2020-03-13,Sonoma County,Grocery,123,4
2020-03-13,Sonoma County,Professional & Other Places,91,5
2020-03-13,Sonoma County,Nightlife Spots,90,6
2020-03-13,Sonoma County,Medical,100,7
2020-03-13,Sonoma County,Gas Stations,92,8
2020-03-13,Sonoma County,School,84,9
2020-03-13,Sonoma County,Fast Food Restaurants,90,10
2020-03-14,Sonoma County,Food,73,1
2020-03-14,Sonoma County,Shops & Services,84,2
2020-03-14,Sonoma County,Outdoors & Recreation,76,3
2020-03-14,Sonoma County,Grocery,108,4
2020-03-14,Sonoma County,Professional & Other Places,61,5
2020-03-14,Sonoma County,Nightlife Spots,73,6
2020-03-14,Sonoma County,Gas Stations,88,7
2020-03-14,Sonoma County,Big Box Stores,120,8
2020-03-14,Sonoma County,Arts & Entertainment,56,9
2020-03-14,Sonoma County,Hotel,67,10
2020-03-15,Sonoma County,Food,74,1
2020-03-15,Sonoma County,Shops & Services,81,2
2020-03-15,Sonoma County,Outdoors & Recreation,77,3
2020-03-15,Sonoma County,Grocery,107,4
2020-03-15,Sonoma County,Professional & Other Places,61,5
2020-03-15,Sonoma County,Nightlife Spots,71,6
2020-03-15,Sonoma County,Gas Stations,81,7
2020-03-15,Sonoma County,Big Box Stores,119,8
2020-03-15,Sonoma County,Arts & Entertainment,54,9
2020-03-15,Sonoma County,Fast Food Restaurants,80,10
2020-03-16,Sonoma County,Shops & Services,90,1
2020-03-16,Sonoma County,Food,74,2
2020-03-16,Sonoma County,Outdoors & Recreation,89,3
2020-03-16,Sonoma County,Grocery,128,4
2020-03-16,Sonoma County,Professional & Other Places,83,5
2020-03-16,Sonoma County,Gas Stations,101,6
2020-03-16,Sonoma County,Medical,79,7
2020-03-16,Sonoma County,Nightlife Spots,68,8
2020-03-16,Sonoma County,Fast Food Restaurants,86,9
2020-03-16,Sonoma County,Big Box Stores,128,10
2020-03-17,Sonoma County,Shops & Services,80,1
2020-03-17,Sonoma County,Food,64,2
2020-03-17,Sonoma County,Grocery,134,3
2020-03-17,Sonoma County,Outdoors & Recreation,79,4
2020-03-17,Sonoma County,Professional & Other Places,70,5
2020-03-17,Sonoma County,Medical,69,6
2020-03-17,Sonoma County,Gas Stations,77,7
2020-03-17,Sonoma County,Nightlife Spots,65,8
2020-03-17,Sonoma County,Hardware Stores,115,9
2020-03-17,Sonoma County,Fast Food Restaurants,73,10
2020-03-18,Sonoma County,Shops & Services,54,1
2020-03-18,Sonoma County,Food,42,2
2020-03-18,Sonoma County,Outdoors & Recreation,69,3
2020-03-18,Sonoma County,Grocery,74,4
2020-03-18,Sonoma County,Professional & Other Places,59,5
2020-03-18,Sonoma County,Gas Stations,64,6
2020-03-18,Sonoma County,Medical,50,7
2020-03-18,Sonoma County,Nightlife Spots,46,8
2020-03-18,Sonoma County,Fast Food Restaurants,57,9
2020-03-18,Sonoma County,Hardware Stores,79,10
2020-03-19,Sonoma County,Outdoors & Recreation,73,1
2020-03-19,Sonoma County,Food,42,2
2020-03-19,Sonoma County,Shops & Services,48,3
2020-03-19,Sonoma County,Grocery,77,4
2020-03-19,Sonoma County,Professional & Other Places,57,5
2020-03-19,Sonoma County,Gas Stations,66,6
2020-03-19,Sonoma County,Medical,46,7
2020-03-19,Sonoma County,Nightlife Spots,37,8
2020-03-19,Sonoma County,Hardware Stores,91,9
2020-03-19,Sonoma County,School,37,10
2020-03-20,Sonoma County,Food,43,1
2020-03-20,Sonoma County,Outdoors & Recreation,78,2
