date,county,category,visitIndex,rank
2020-03-13,San Diego County,School,95,7
2020-03-13,San Diego County,Fast Food Restaurants,96,8
2020-03-13,San Diego County,Gas Stations,98,9
2020-03-13,San Diego County,Nightlife Spots,81,10
2020-03-14,San Diego County,Shops & Services,84,1
2020-03-14,San Diego County,Food,77,2
2020-03-14,San Diego County,Grocery,132,3
2020-03-14,San Diego County,Outdoors & Recreation,69,4
2020-03-14,San Diego County,Professional & Other Places,70,5
2020-03-14,San Diego County,Nightlife Spots,72,6
2020-03-14,San Diego County,Arts & Entertainment,46,7
2020-03-14,San Diego County,Big Box Stores,110,8
2020-03-14,San Diego County,Fast Food Restaurants,80,9
2020-03-14,San Diego County,Residences,87,10
2020-03-15,San Diego County,Food,76,1
2020-03-15,San Diego County,Shops & Services,79,2
2020-03-15,San Diego County,Outdoors & Recreation,85,3
2020-03-15,San Diego County,Grocery,108,4
2020-03-15,San Diego County,Arts & Entertainment,58,5
2020-03-15,San Diego County,Nightlife Spots,73,6
2020-03-15,San Diego County,Professional & Other Places,70,7
2020-03-15,San Diego County,Big Box Stores,94,8
2020-03-15,San Diego County,Residences,84,9
2020-03-15,San Diego County,Fast Food Restaurants,79,10
2020-03-16,San Diego County,Shops & Services,91,1
2020-03-16,San Diego County,Food,76,2
2020-03-16,San Diego County,Grocery,137,3
2020-03-16,San Diego County,Outdoors & Recreation,86,4
2020-03-16,San Diego County,Professional & Other Places,81,5
2020-03-16,San Diego County,Medical,85,6
2020-03-16,San Diego County,Gas Stations,94,7
2020-03-16,San Diego County,Fast Food Restaurants,87,8
2020-03-16,San Diego County,Residences,90,9
2020-03-16,San Diego County,Big Box Stores,114,10
2020-03-17,San Diego County,Shops & Services,77,1
2020-03-17,San Diego County,Food,60,2
2020-03-17,San Diego County,Outdoors & Recreation,83,3
2020-03-17,San Diego County,Grocery,122,4
2020-03-17,San Diego County,Professional & Other Places,65,5
2020-03-17,San Diego County,Medical,67,6
2020-03-17,San Diego County,Residences,87,7
2020-03-17,San Diego County,Fast Food Restaurants,76,8
2020-03-17,San Diego County,Gas Stations,77,9
2020-03-17,San Diego County,Big Box Stores,115,10
2020-03-18,San Diego County,Shops & Services,65,1
2020-03-18,San Diego County,Food,50,2
2020-03-18,San Diego County,Grocery,109,3
2020-03-18,San Diego County,Outdoors & Recreation,56,4
2020-03-18,San Diego County,Professional & Other Places,56,5
2020-03-18,San Diego County,Medical,57,6
2020-03-18,San Diego County,Fast Food Restaurants,67,7
2020-03-18,San Diego County,Residences,71,8
2020-03-18,San Diego County,Gas Stations,68,9
2020-03-18,San Diego County,Big Box Stores,92,10
2020-03-19,San Diego County,Shops & Services,62,1
2020-03-19,San Diego County,Food,50,2
2020-03-19,San Diego County,Outdoors & Recreation,67,3
2020-03-19,San Diego County,Grocery,110,4
2020-03-19,San Diego County,Professional & Other Places,57,5
2020-03-19,San Diego County,Medical,56,6
2020-03-19,San Diego County,Residences,78,7
2020-03-19,San Diego County,Gas Stations,69,8
2020-03-19,San Diego County,Fast Food Restaurants,62,9
2020-03-19,San Diego County,Big Box Stores,95,10
2020-03-20,San Diego County,Shops & Services,55,1
2020-03-20,San Diego County,Food,43,2
2020-03-20,San Diego County,Outdoors & Recreation,67,3
2020-03-20,San Diego County,Grocery,101,4
2020-03-20,San Diego County,Professional & Other Places,58,5
2020-03-20,San Diego County,Medical,58,6
2020-03-20,San Diego County,Residences,74,7
2020-03-20,San Diego County,Fast Food Restaurants,62,8
2020-03-20,San Diego County,Gas Stations,65,9
2020-03-20,San Diego County,Big Box Stores,90,10
2020-03-21,San Diego County,Shops & Services,40,1
2020-03-21,San Diego County,Food,36,2
2020-03-21,San Diego County,Outdoors & Recreation,65,3
2020-03-21,San Diego County,Grocery,79,4
2020-03-21,San Diego County,Professional & Other Places,48,5
2020-03-21,San Diego County,Big Box Stores,73,6
2020-03-21,San Diego County,Residences,65,7
2020-03-21,San Diego County,Gas Stations,55,8
2020-03-21,San Diego County,Fast Food Restaurants,49,9
2020-03-21,San Diego County,Convenience Store,60,10
2020-03-22,San Diego County,Shops & Services,26,1
2020-03-22,San Diego County,Food,22,2
2020-03-22,San Diego County,Outdoors & Recreation,45,3
2020-03-22,San Diego County,Grocery,47,4
2020-03-22,San Diego County,Big Box Stores,45,5
2020-03-22,San Diego County,Professional & Other Places,29,6
2020-03-22,San Diego County,Gas Stations,36,7
2020-03-22,San Diego County,Fast Food Restaurants,32,8
2020-03-22,San Diego County,Residences,33,9
2020-03-22,San Diego County,Beach,50,10
2020-03-01,San Francisco County,Food,96,1
2020-03-01,San Francisco County,Shops & Services,97,2
2020-03-01,San Francisco County,Outdoors & Recreation,93,3
2020-03-01,San Francisco County,Arts & Entertainment,95,4
2020-03-01,San Francisco County,Nightlife Spots,82,5
2020-03-01,San Francisco County,Grocery,105,6
2020-03-01,San Francisco County,Hotel,78,7
2020-03-01,San Francisco County,Professional & Other Places,90,8
2020-03-01,San Francisco County,Fitness Center,101,9
2020-03-01,San Francisco County,Travel & Transport,81,10
2020-03-02,San Francisco County,Food,92,1
2020-03-02,San Francisco County,Shops & Services,90,2
2020-03-02,San Francisco County,Outdoors & Recreation,91,3
2020-03-02,San Francisco County,Office,106,4
2020-03-02,San Francisco County,Professional & Other Places,92,5
2020-03-02,San Francisco County,Fitness Center,103,6
2020-03-02,San Francisco County,Hotel,87,7
2020-03-02,San Francisco County,Grocery,105,8
2020-03-02,San Francisco County,Nightlife Spots,91,9
2020-03-02,San Francisco County,Medical,114,10
2020-03-03,San Francisco County,Food,95,1
2020-03-03,San Francisco County,Shops & Services,96,2
2020-03-03,San Francisco County,Outdoors & Recreation,102,3
2020-03-03,San Francisco County,Office,87,4
2020-03-03,San Francisco County,Professional & Other Places,77,5
2020-03-03,San Francisco County,Fitness Center,102,6
2020-03-03,San Francisco County,Nightlife Spots,91,7
2020-03-03,San Francisco County,Hotel,82,8
2020-03-03,San Francisco County,Arts & Entertainment,79,9
2020-03-03,San Francisco County,Grocery,102,10
2020-03-04,San Francisco County,Food,90,1
2020-03-04,San Francisco County,Shops & Services,92,2
2020-03-04,San Francisco County,Outdoors & Recreation,93,3
2020-03-04,San Francisco County,Office,83,4
2020-03-04,San Francisco County,Professional & Other Places,74,5
2020-03-04,San Francisco County,Nightlife Spots,89,6
2020-03-04,San Francisco County,Arts & Entertainment,98,7
2020-03-04,San Francisco County,Fitness Center,95,8
2020-03-04,San Francisco County,Hotel,80,9
2020-03-04,San Francisco County,Grocery,108,10
2020-03-05,San Francisco County,Food,88,1
2020-03-05,San Francisco County,Shops & Services,88,2
2020-03-05,San Francisco County,Outdoors & Recreation,90,3
2020-03-05,San Francisco County,Office,74,4
2020-03-05,San Francisco County,Professional & Other Places,75,5
2020-03-05,San Francisco County,Arts & Entertainment,86,6
2020-03-05,San Francisco County,Nightlife Spots,81,7
2020-03-05,San Francisco County,Fitness Center,88,8
2020-03-05,San Francisco County,Grocery,112,9
2020-03-05,San Francisco County,Hotel,73,10
2020-03-06,San Francisco County,Food,82,1
2020-03-06,San Francisco County,Shops & Services,81,2
2020-03-06,San Francisco County,Outdoors & Recreation,80,3
2020-03-06,San Francisco County,Nightlife Spots,78,4
2020-03-06,San Francisco County,Office,68,5
2020-03-06,San Francisco County,Professional & Other Places,78,6
2020-03-06,San Francisco County,Arts & Entertainment,81,7
2020-03-06,San Francisco County,Grocery,103,8
2020-03-06,San Francisco County,Fitness Center,88,9
2020-03-06,San Francisco County,Hotel,75,10
2020-03-07,San Francisco County,Food,79,1
2020-03-07,San Francisco County,Shops & Services,80,2
2020-03-07,San Francisco County,Outdoors & Recreation,75,3
2020-03-07,San Francisco County,Nightlife Spots,79,4
2020-03-07,San Francisco County,Arts & Entertainment,73,5
2020-03-07,San Francisco County,Grocery,98,6
2020-03-07,San Francisco County,Professional & Other Places,75,7
2020-03-07,San Francisco County,Hotel,68,8
2020-03-07,San Francisco County,Fitness Center,88,9
2020-03-07,San Francisco County,Travel & Transport,65,10
2020-03-08,San Francisco County,Food,82,1
2020-03-08,San Francisco County,Outdoors & Recreation,84,2
2020-03-08,San Francisco County,Shops & Services,83,3
2020-03-08,San Francisco County,Arts & Entertainment,81,4
2020-03-08,San Francisco County,Nightlife Spots,69,5
2020-03-08,San Francisco County,Grocery,88,6
2020-03-08,San Francisco County,Hotel,65,7
2020-03-08,San Francisco County,Professional & Other Places,77,8
2020-03-08,San Francisco County,Travel & Transport,80,9
2020-03-08,San Francisco County,Fitness Center,79,10
2020-03-09,San Francisco County,Food,77,1
2020-03-09,San Francisco County,Shops & Services,79,2
2020-03-09,San Francisco County,Outdoors & Recreation,82,3
2020-03-09,San Francisco County,Office,68,4
2020-03-09,San Francisco County,Professional & Other Places,66,5
2020-03-09,San Francisco County,Fitness Center,88,6
2020-03-09,San Francisco County,Grocery,102,7
2020-03-09,San Francisco County,Medical,106,8
2020-03-09,San Francisco County,Nightlife Spots,76,9
2020-03-09,San Francisco County,Arts & Entertainment,69,10
2020-03-10,San Francisco County,Food,78,1
2020-03-10,San Francisco County,Shops & Services,86,2
2020-03-10,San Francisco County,Outdoors & Recreation,88,3
2020-03-10,San Francisco County,Office,55,4
2020-03-10,San Francisco County,Professional & Other Places,60,5
2020-03-10,San Francisco County,Grocery,110,6
2020-03-10,San Francisco County,Fitness Center,80,7
2020-03-10,San Francisco County,Arts & Entertainment,75,8
2020-03-10,San Francisco County,Nightlife Spots,73,9
2020-03-10,San Francisco County,Medical,85,10
2020-03-11,San Francisco County,Food,72,1
2020-03-11,San Francisco County,Shops & Services,78,2
2020-03-11,San Francisco County,Outdoors & Recreation,91,3
2020-03-11,San Francisco County,Professional & Other Places,50,4
2020-03-11,San Francisco County,Office,43,5
2020-03-11,San Francisco County,Grocery,113,6
2020-03-11,San Francisco County,Fitness Center,76,7
2020-03-11,San Francisco County,Nightlife Spots,68,8
2020-03-11,San Francisco County,Arts & Entertainment,68,9
2020-03-11,San Francisco County,Medical,81,10
2020-03-12,San Francisco County,Food,70,1
2020-03-12,San Francisco County,Shops & Services,77,2
2020-03-12,San Francisco County,Outdoors & Recreation,84,3
2020-03-12,San Francisco County,Professional & Other Places,52,4
2020-03-12,San Francisco County,Grocery,122,5
2020-03-12,San Francisco County,Office,40,6
2020-03-12,San Francisco County,Nightlife Spots,59,7
2020-03-12,San Francisco County,Fitness Center,67,8
2020-03-12,San Francisco County,Arts & Entertainment,48,9
2020-03-12,San Francisco County,Medical,78,10
2020-03-13,San Francisco County,Food,64,1
2020-03-13,San Francisco County,Shops & Services,71,2
2020-03-13,San Francisco County,Outdoors & Recreation,82,3
2020-03-13,San Francisco County,Grocery,132,4
2020-03-13,San Francisco County,Nightlife Spots,54,5
2020-03-13,San Francisco County,Professional & Other Places,56,6
2020-03-13,San Francisco County,Office,40,7
2020-03-13,San Francisco County,Fitness Center,68,8
2020-03-13,San Francisco County,Arts & Entertainment,48,9
2020-03-13,San Francisco County,Medical,81,10
2020-03-14,San Francisco County,Food,47,1
2020-03-14,San Francisco County,Shops & Services,51,2
2020-03-14,San Francisco County,Outdoors & Recreation,45,3
2020-03-14,San Francisco County,Grocery,109,4
2020-03-14,San Francisco County,Nightlife Spots,39,5
2020-03-14,San Francisco County,Arts & Entertainment,28,6
2020-03-14,San Francisco County,Professional & Other Places,42,7
2020-03-14,San Francisco County,Fitness Center,59,8
2020-03-14,San Francisco County,Hotel,40,9
2020-03-14,San Francisco County,Residences,70,10
2020-03-15,San Francisco County,Food,48,1
2020-03-15,San Francisco County,Outdoors & Recreation,62,2
2020-03-15,San Francisco County,Shops & Services,51,3
2020-03-15,San Francisco County,Grocery,101,4
2020-03-15,San Francisco County,Nightlife Spots,36,5
2020-03-15,San Francisco County,Arts & Entertainment,32,6
2020-03-15,San Francisco County,Professional & Other Places,42,7
2020-03-15,San Francisco County,Hotel,33,8
2020-03-15,San Francisco County,Fitness Center,47,9
2020-03-15,San Francisco County,Residences,60,10
2020-03-16,San Francisco County,Food,49,1
2020-03-16,San Francisco County,Shops & Services,62,2
2020-03-16,San Francisco County,Outdoors & Recreation,69,3
2020-03-16,San Francisco County,Grocery,131,4
2020-03-16,San Francisco County,Professional & Other Places,40,5
2020-03-16,San Francisco County,Office,36,6
2020-03-16,San Francisco County,Medical,66,7
2020-03-16,San Francisco County,Arts & Entertainment,42,8
2020-03-16,San Francisco County,Fitness Center,40,9
2020-03-16,San Francisco County,Nightlife Spots,41,10
2020-03-17,San Francisco County,Food,25,1
2020-03-17,San Francisco County,Outdoors & Recreation,58,2
2020-03-17,San Francisco County,Shops & Services,29,3
2020-03-17,San Francisco County,Grocery,91,4
2020-03-17,San Francisco County,Professional & Other Places,20,5
2020-03-17,San Francisco County,Medical,41,6
2020-03-17,San Francisco County,Residences,54,7
2020-03-17,San Francisco County,Arts & Entertainment,24,8
2020-03-17,San Francisco County,Office,12,9
2020-03-17,San Francisco County,Nightlife Spots,17,10
2020-03-18,San Francisco County,Outdoors & Recreation,56,1
2020-03-18,San Francisco County,Food,22,2
2020-03-18,San Francisco County,Shops & Services,27,3
2020-03-18,San Francisco County,Grocery,84,4
2020-03-18,San Francisco County,Professional & Other Places,19,5
2020-03-18,San Francisco County,Medical,37,6
2020-03-18,San Francisco County,Residences,49,7
2020-03-18,San Francisco County,Arts & Entertainment,25,8
2020-03-18,San Francisco County,Office,12,9
2020-03-18,San Francisco County,Nightlife Spots,17,10
2020-03-19,San Francisco County,Outdoors & Recreation,68,1
2020-03-19,San Francisco County,Food,23,2
2020-03-19,San Francisco County,Shops & Services,26,3
2020-03-19,San Francisco County,Grocery,83,4
2020-03-19,San Francisco County,Professional & Other Places,21,5
2020-03-19,San Francisco County,Medical,41,6
2020-03-19,San Francisco County,Residences,53,7
2020-03-19,San Francisco County,Arts & Entertainment,21,8
2020-03-19,San Francisco County,Office,10,9
2020-03-19,San Francisco County,Nightlife Spots,15,10
2020-03-20,San Francisco County,Outdoors & Recreation,60,1
2020-03-20,San Francisco County,Food,22,2
2020-03-20,San Francisco County,Shops & Services,26,3
2020-03-20,San Francisco County,Grocery,78,4
2020-03-20,San Francisco County,Professional & Other Places,24,5
2020-03-20,San Francisco County,Residences,47,6
2020-03-20,San Francisco County,Arts & Entertainment,20,7
2020-03-20,San Francisco County,Medical,33,8
2020-03-20,San Francisco County,Office,13,9
2020-03-20,San Francisco County,Nightlife Spots,13,10
2020-03-21,San Francisco County,Outdoors & Recreation,59,1
2020-03-21,San Francisco County,Food,20,2
2020-03-21,San Francisco County,Shops & Services,21,3
2020-03-21,San Francisco County,Grocery,70,4
2020-03-21,San Francisco County,Arts & Entertainment,17,5
2020-03-21,San Francisco County,Residences,48,6
2020-03-21,San Francisco County,Professional & Other Places,23,7
2020-03-21,San Francisco County,Nightlife Spots,11,8
2020-03-21,San Francisco County,Medical,47,9
2020-03-21,San Francisco County,Travel & Transport,19,10
2020-03-22,San Francisco County,Outdoors & Recreation,41,1
2020-03-22,San Francisco County,Food,13,2
2020-03-22,San Francisco County,Shops & Services,15,3
2020-03-22,San Francisco County,Grocery,37,4
2020-03-22,San Francisco County,Arts & Entertainment,12,5
2020-03-22,San Francisco County,Residences,25,6
2020-03-22,San Francisco County,Professional & Other Places,13,7
2020-03-22,San Francisco County,Nightlife Spots,7,8
2020-03-22,San Francisco County,Beach,63,9
2020-03-01,San Joaquin County,Food,104,1
2020-03-01,San Joaquin County,Shops & Services,116,2
2020-03-01,San Joaquin County,Grocery,99,3
2020-03-01,San Joaquin County,Fast Food Restaurants,110,4
2020-03-01,San Joaquin County,Outdoors & Recreation,86,5
2020-03-01,San Joaquin County,Gas Stations,99,6
2020-03-01,San Joaquin County,Professional & Other Places,100,7
2020-03-01,San Joaquin County,Big Box Stores,107,8
2020-03-01,San Joaquin County,Spiritual Center,97,9
2020-03-01,San Joaquin County,School,100,10
2020-03-02,San Joaquin County,Food,102,1
2020-03-02,San Joaquin County,Shops & Services,107,2
2020-03-02,San Joaquin County,Professional & Other Places,107,3
2020-03-02,San Joaquin County,Grocery,110,4
2020-03-02,San Joaquin County,School,132,5
2020-03-02,San Joaquin County,Outdoors & Recreation,98,6
2020-03-02,San Joaquin County,Fast Food Restaurants,104,7
2020-03-02,San Joaquin County,Gas Stations,97,8
2020-03-02,San Joaquin County,Medical,114,9
2020-03-02,San Joaquin County,Big Box Stores,94,10
2020-03-03,San Joaquin County,Food,107,1
2020-03-03,San Joaquin County,Shops & Services,109,2
2020-03-03,San Joaquin County,Professional & Other Places,107,3
2020-03-03,San Joaquin County,School,114,4
2020-03-03,San Joaquin County,Grocery,111,5
2020-03-03,San Joaquin County,Outdoors & Recreation,100,6
2020-03-03,San Joaquin County,Gas Stations,110,7
2020-03-03,San Joaquin County,Fast Food Restaurants,105,8
2020-03-03,San Joaquin County,Medical,101,9
2020-03-03,San Joaquin County,Big Box Stores,108,10
2020-03-04,San Joaquin County,Food,102,1
2020-03-04,San Joaquin County,Shops & Services,105,2
2020-03-04,San Joaquin County,Professional & Other Places,100,3
2020-03-04,San Joaquin County,School,103,4
2020-03-04,San Joaquin County,Grocery,106,5
2020-03-04,San Joaquin County,Outdoors & Recreation,101,6
2020-03-04,San Joaquin County,Fast Food Restaurants,106,7
2020-03-04,San Joaquin County,Gas Stations,96,8
2020-03-04,San Joaquin County,Medical,94,9
2020-03-04,San Joaquin County,Big Box Stores,104,10
2020-03-05,San Joaquin County,Food,104,1
2020-03-05,San Joaquin County,Shops & Services,104,2
2020-03-05,San Joaquin County,Professional & Other Places,109,3
2020-03-05,San Joaquin County,Grocery,109,4
2020-03-05,San Joaquin County,School,97,5
2020-03-05,San Joaquin County,Outdoors & Recreation,92,6
2020-03-05,San Joaquin County,Fast Food Restaurants,92,7
2020-03-05,San Joaquin County,Gas Stations,97,8
2020-03-05,San Joaquin County,Medical,89,9
2020-03-05,San Joaquin County,Big Box Stores,107,10
2020-03-06,San Joaquin County,Food,97,1
2020-03-06,San Joaquin County,Shops & Services,93,2
2020-03-06,San Joaquin County,Professional & Other Places,102,3
2020-03-06,San Joaquin County,Grocery,107,4
2020-03-06,San Joaquin County,Fast Food Restaurants,92,5
2020-03-06,San Joaquin County,School,93,6
2020-03-06,San Joaquin County,Outdoors & Recreation,85,7
2020-03-06,San Joaquin County,Gas Stations,98,8
2020-03-06,San Joaquin County,Medical,92,9
2020-03-06,San Joaquin County,Big Box Stores,101,10
2020-03-07,San Joaquin County,Food,92,1
2020-03-07,San Joaquin County,Shops & Services,93,2
2020-03-07,San Joaquin County,Grocery,104,3
2020-03-07,San Joaquin County,Outdoors & Recreation,83,4
2020-03-07,San Joaquin County,Fast Food Restaurants,90,5
2020-03-07,San Joaquin County,Gas Stations,98,6
2020-03-07,San Joaquin County,Professional & Other Places,86,7
2020-03-07,San Joaquin County,Big Box Stores,105,8
2020-03-07,San Joaquin County,School,104,9
2020-03-07,San Joaquin County,Nightlife Spots,80,10
2020-03-08,San Joaquin County,Food,97,1
2020-03-08,San Joaquin County,Shops & Services,101,2
2020-03-08,San Joaquin County,Grocery,104,3
2020-03-08,San Joaquin County,Outdoors & Recreation,93,4
2020-03-08,San Joaquin County,Fast Food Restaurants,100,5
2020-03-08,San Joaquin County,Gas Stations,102,6
2020-03-08,San Joaquin County,Big Box Stores,113,7
2020-03-08,San Joaquin County,Professional & Other Places,90,8
2020-03-08,San Joaquin County,Spiritual Center,89,9
2020-03-08,San Joaquin County,School,88,10
2020-03-09,San Joaquin County,Food,102,1
2020-03-09,San Joaquin County,Shops & Services,99,2
2020-03-09,San Joaquin County,Professional & Other Places,110,3
2020-03-09,San Joaquin County,Grocery,104,4
2020-03-09,San Joaquin County,Outdoors & Recreation,112,5
2020-03-09,San Joaquin County,School,112,6
2020-03-09,San Joaquin County,Gas Stations,101,7
2020-03-09,San Joaquin County,Fast Food Restaurants,93,8
2020-03-09,San Joaquin County,Medical,109,9
2020-03-09,San Joaquin County,Big Box Stores,105,10
2020-03-10,San Joaquin County,Food,100,1
2020-03-10,San Joaquin County,Shops & Services,99,2
2020-03-10,San Joaquin County,Professional & Other Places,99,3
2020-03-10,San Joaquin County,Grocery,102,4
2020-03-10,San Joaquin County,Outdoors & Recreation,102,5
2020-03-10,San Joaquin County,School,91,6
2020-03-10,San Joaquin County,Gas Stations,101,7
2020-03-10,San Joaquin County,Fast Food Restaurants,96,8
2020-03-10,San Joaquin County,Medical,86,9
2020-03-10,San Joaquin County,Big Box Stores,99,10
2020-03-11,San Joaquin County,Food,95,1
2020-03-11,San Joaquin County,Shops & Services,103,2
2020-03-11,San Joaquin County,Professional & Other Places,97,3
2020-03-11,San Joaquin County,Grocery,108,4
2020-03-11,San Joaquin County,Outdoors & Recreation,97,5
2020-03-11,San Joaquin County,School,87,6
2020-03-11,San Joaquin County,Gas Stations,102,7
2020-03-11,San Joaquin County,Fast Food Restaurants,96,8
2020-03-11,San Joaquin County,Medical,89,9
2020-03-11,San Joaquin County,Big Box Stores,101,10
2020-03-12,San Joaquin County,Food,92,1
2020-03-12,San Joaquin County,Shops & Services,101,2
2020-03-12,San Joaquin County,Professional & Other Places,96,3
2020-03-12,San Joaquin County,Grocery,119,4
2020-03-12,San Joaquin County,Outdoors & Recreation,97,5
2020-03-12,San Joaquin County,School,83,6
2020-03-12,San Joaquin County,Fast Food Restaurants,91,7
2020-03-12,San Joaquin County,Gas Stations,90,8
2020-03-12,San Joaquin County,Medical,95,9
2020-03-12,San Joaquin County,Big Box Stores,102,10
2020-03-13,San Joaquin County,Food,94,1
2020-03-13,San Joaquin County,Shops & Services,104,2
2020-03-13,San Joaquin County,Grocery,147,3
2020-03-13,San Joaquin County,Professional & Other Places,109,4
2020-03-13,San Joaquin County,Outdoors & Recreation,99,5
2020-03-13,San Joaquin County,Fast Food Restaurants,91,6
2020-03-13,San Joaquin County,Gas Stations,98,7
2020-03-13,San Joaquin County,School,82,8
2020-03-13,San Joaquin County,Big Box Stores,130,9
2020-03-13,San Joaquin County,Medical,96,10
2020-03-14,San Joaquin County,Food,83,1
2020-03-14,San Joaquin County,Shops & Services,86,2
2020-03-14,San Joaquin County,Grocery,144,3
2020-03-14,San Joaquin County,Outdoors & Recreation,71,4
2020-03-14,San Joaquin County,Fast Food Restaurants,83,5
2020-03-14,San Joaquin County,Gas Stations,98,6
2020-03-14,San Joaquin County,Big Box Stores,114,7
2020-03-14,San Joaquin County,Professional & Other Places,85,8
2020-03-14,San Joaquin County,Drug Store,139,9
2020-03-14,San Joaquin County,Nightlife Spots,75,10
2020-03-15,San Joaquin County,Food,84,1
2020-03-15,San Joaquin County,Shops & Services,79,2
2020-03-15,San Joaquin County,Grocery,129,3
2020-03-15,San Joaquin County,Outdoors & Recreation,68,4
2020-03-15,San Joaquin County,Big Box Stores,106,5
2020-03-15,San Joaquin County,Fast Food Restaurants,76,6
2020-03-15,San Joaquin County,Gas Stations,85,7
2020-03-15,San Joaquin County,Professional & Other Places,77,8
2020-03-15,San Joaquin County,Drug Store,131,9
2020-03-15,San Joaquin County,School,69,10
2020-03-16,San Joaquin County,Shops & Services,98,1
2020-03-16,San Joaquin County,Food,83,2
2020-03-16,San Joaquin County,Grocery,166,3
2020-03-16,San Joaquin County,Professional & Other Places,101,4
2020-03-16,San Joaquin County,Gas Stations,94,5
2020-03-16,San Joaquin County,Outdoors & Recreation,78,6
2020-03-16,San Joaquin County,Fast Food Restaurants,83,7
2020-03-16,San Joaquin County,Medical,96,8
2020-03-16,San Joaquin County,Big Box Stores,123,9
2020-03-16,San Joaquin County,School,56,10
2020-03-17,San Joaquin County,Shops & Services,88,1
2020-03-17,San Joaquin County,Food,79,2
2020-03-17,San Joaquin County,Grocery,134,3
2020-03-17,San Joaquin County,Professional & Other Places,97,4
2020-03-17,San Joaquin County,Outdoors & Recreation,82,5
2020-03-17,San Joaquin County,Gas Stations,85,6
2020-03-17,San Joaquin County,Fast Food Restaurants,79,7
2020-03-17,San Joaquin County,Medical,79,8
2020-03-17,San Joaquin County,Big Box Stores,107,9
2020-03-17,San Joaquin County,School,42,10
2020-03-18,San Joaquin County,Shops & Services,78,1
2020-03-18,San Joaquin County,Food,66,2
2020-03-18,San Joaquin County,Professional & Other Places,92,3
2020-03-18,San Joaquin County,Grocery,123,4
2020-03-18,San Joaquin County,Outdoors & Recreation,74,5
2020-03-18,San Joaquin County,Gas Stations,76,6
2020-03-18,San Joaquin County,Fast Food Restaurants,69,7
2020-03-18,San Joaquin County,Medical,66,8
2020-03-18,San Joaquin County,Big Box Stores,87,9
2020-03-18,San Joaquin County,School,40,10
2020-03-19,San Joaquin County,Food,62,1
2020-03-19,San Joaquin County,Shops & Services,70,2
2020-03-19,San Joaquin County,Grocery,123,3
2020-03-19,San Joaquin County,Professional & Other Places,90,4
2020-03-19,San Joaquin County,Outdoors & Recreation,79,5
2020-03-19,San Joaquin County,Gas Stations,74,6
2020-03-19,San Joaquin County,Fast Food Restaurants,62,7
2020-03-19,San Joaquin County,Big Box Stores,90,8
2020-03-19,San Joaquin County,Medical,64,9
2020-03-19,San Joaquin County,School,39,10
2020-03-20,San Joaquin County,Food,57,1
2020-03-20,San Joaquin County,Shops & Services,58,2
2020-03-20,San Joaquin County,Grocery,101,3
2020-03-20,San Joaquin County,Professional & Other Places,90,4
2020-03-20,San Joaquin County,Outdoors & Recreation,76,5
2020-03-20,San Joaquin County,Gas Stations,69,6
2020-03-20,San Joaquin County,Fast Food Restaurants,58,7
2020-03-20,San Joaquin County,Big Box Stores,82,8
2020-03-20,San Joaquin County,Medical,58,9
2020-03-20,San Joaquin County,School,32,10
2020-03-21,San Joaquin County,Food,45,1
2020-03-21,San Joaquin County,Shops & Services,43,2
2020-03-21,San Joaquin County,Grocery,88,3
2020-03-21,San Joaquin County,Outdoors & Recreation,65,4
2020-03-21,San Joaquin County,Professional & Other Places,59,5
2020-03-21,San Joaquin County,Big Box Stores,72,6
2020-03-21,San Joaquin County,Fast Food Restaurants,50,7
2020-03-21,San Joaquin County,Gas Stations,56,8
2020-03-21,San Joaquin County,Hardware Stores,95,9
2020-03-21,San Joaquin County,School,53,10
2020-03-22,San Joaquin County,Food,29,1
2020-03-22,San Joaquin County,Shops & Services,31,2
2020-03-22,San Joaquin County,Grocery,56,3
2020-03-22,San Joaquin County,Outdoors & Recreation,40,4
2020-03-22,San Joaquin County,Fast Food Restaurants,36,5
2020-03-22,San Joaquin County,Big Box Stores,47,6
2020-03-22,San Joaquin County,Professional & Other Places,40,7
2020-03-22,San Joaquin County,Gas Stations,35,8
2020-03-22,San Joaquin County,Hardware Stores,67,9
2020-03-22,San Joaquin County,Drug Store,65,10
2020-03-22,San Joaquin County,School,37,10
2020-03-01,San Luis Obispo County,Food,95,1
2020-03-01,San Luis Obispo County,Outdoors & Recreation,70,2
2020-03-01,San Luis Obispo County,Shops & Services,97,3
2020-03-01,San Luis Obispo County,Hotel,78,4
2020-03-01,San Luis Obispo County,Grocery,90,5
2020-03-01,San Luis Obispo County,Nightlife Spots,94,6
2020-03-01,San Luis Obispo County,Professional & Other Places,79,7
2020-03-01,San Luis Obispo County,Gas Stations,100,8
2020-03-01,San Luis Obispo County,Fast Food Restaurants,99,9
2020-03-01,San Luis Obispo County,Arts & Entertainment,85,10
2020-03-02,San Luis Obispo County,Food,90,1
2020-03-02,San Luis Obispo County,Outdoors & Recreation,85,2
2020-03-02,San Luis Obispo County,Shops & Services,87,3
2020-03-02,San Luis Obispo County,Grocery,103,4
2020-03-02,San Luis Obispo County,Professional & Other Places,96,5
2020-03-02,San Luis Obispo County,Hotel,89,6
2020-03-02,San Luis Obispo County,Colleges & Universities,96,7
2020-03-02,San Luis Obispo County,Nightlife Spots,94,8
2020-03-02,San Luis Obispo County,Gas Stations,93,9
