date,county,categoryId,categoryName,visitIndex,rank
2020-03-16,Alameda County,4bf58dd8d48988d10a951735,Banks,122,17
2020-03-16,Alameda County,4bf58dd8d48988d124951735,Automotive Shops,86,18
2020-03-16,Alameda County,4bf58dd8d48988d1fd931735,Metro Stations,51,19
2020-03-16,Alameda County,4bf58dd8d48988d175941735,Gyms or Fitness Centers,60,20
2020-03-16,Alameda County,4bf58dd8d48988d132941735,Churches,94,20
2020-03-17,Alameda County,4bf58dd8d48988d118951735,Grocery Stores,99,1
2020-03-17,Alameda County,4bf58dd8d48988d1fd941735,Shopping Malls,61,2
2020-03-17,Alameda County,4bf58dd8d48988d113951735,Gas Stations,62,3
2020-03-17,Alameda County,4bf58dd8d48988d163941735,Parks,70,4
2020-03-17,Alameda County,4bf58dd8d48988d16e941735,Fast Food Restaurants,57,5
2020-03-17,Alameda County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,90,6
2020-03-17,Alameda County,4bf58dd8d48988d10f951735,Pharmacies,84,7
2020-03-17,Alameda County,4bf58dd8d48988d124941735,Offices,38,8
2020-03-17,Alameda County,52f2ab2ebcbc57f1066b8b46,Supermarkets,117,9
2020-03-17,Alameda County,4bf58dd8d48988d1e0931735,Coffee Shops,42,10
2020-03-17,Alameda County,4bf58dd8d48988d130941735,Buildings,63,11
